# dialogue chunk 0009  entries 3201-3600 of 10370
# seq	block	idx	speaker	source	target
3201	map137_60399b0a	0		Gripping the blade in one hand, he uses the other to punch me.{w}\nRepeatedly in my chest, causing the wound to open more, and bleed.{w}\nI kick and scream in agony, trying my best to withstand his harsh blows.	他一手紧握刀刃，另一只手挥拳砸向我。{w}\n一拳又一拳落在我的胸口，让伤口裂得更开，鲜血直流。{w}\n我在剧痛中又踢又叫，竭力承受着他凶狠的殴打。
3202	map137_61495079	0		He's smart. Soon enough, the pain is too much to fight back.{w}\nI can only squirm and wince underneath him, enduring the assault.{w}\nThe cavern starts to crumble, and pieces fall from the ceiling.	他很聪明。很快，剧痛就让我再也无力反抗。{w}\n我只能在他身下扭动、皱眉，默默忍受着这顿殴打。{w}\n洞窟开始崩塌，碎石从洞顶纷纷落下。
3203	map137_10380f48	0	char_sovy	There's no one here to save you, [firstname].\nYour life is mine, and The Rebellion is no more.	这里没有人会来救你，[firstname]。\n你的命属于我，而反抗军已不复存在。
3204	map137_10380f48_1	0	char_sovy	There's no one here to save you, [firstname].\nYour life is mine, and The Rebellion is no more.	这里没有人会来救你，[firstname]。\n你的命属于我，而反抗军已不复存在。
3205	map137_28dd9ded	0		Smirking, he lowers the blade to my neck.	他冷笑着，把刀刃向下抵到我的脖子上。
3206	map137_5e6e54b7	0	char_sovy	May The Triumvirate reign eternal.	愿三人执政团永世长存。
3207	map137_f8688a6c	0		I use all of my strength to reach up, and grab the blade.{w}\nTrying to push it away, I realize there's almost no point.{w}\nBut soon after, the blade reacts to both of our touches.	我用尽全力抬手，抓住了刀刃。{w}\n我试图把它推开，却发现几乎毫无用处。{w}\n但没过多久，刀刃对我和他的触碰都起了反应。
3208	map137_f46aa792	0		Another flash of white light engulfs the entire room.{w}\nThe pressure is relieved from my neck, and I hear Sovy struggle.{w}\nJust like Gryz said — the blade reacts to the will of the wielder.	又一道白光吞没了整个房间。{w}\n我脖子上的压迫感松开了，我听见索维在挣扎。{w}\n正如格瑞兹所说——刀刃会回应持刀者的意志。
3209	map137_5a05b978	0		But whose will was stronger...?	但究竟谁的意志更强……？
3210	map137_3e281118	0		I raise up my other hand to grab the blade as well.{w}\nI close my eyes, and focus with every fiber of my being.{w}\nSpirits — please do something! Save me! Save us all...!	我抬起另一只手，也抓住了刀刃。{w}\n我闭上眼，倾尽身心全部的力量专注起来。{w}\n灵啊——求你们做点什么！救救我！救救我们所有人……！
3211	map137_56bc4bed	0		The light subsides, and I see Sovy looking down at me in shock.{w}\nI can see the horror in his eyes, but I have no idea what just happened.{w}\nPerhaps the blade gave him visions, like it did for me back in Valinorth.	光芒褪去，我看见索维惊骇地俯视着我。{w}\n我能从他眼中看到恐惧，却完全不知道刚才发生了什么。{w}\n也许那刀刃也让他看见了幻象，就像当初在瓦利诺斯对我那样。
