# dialogue chunk 0016  entries 6001-6400 of 10370
# seq	block	idx	speaker	source	target
6001	map335_e007e21d	0		After a long and bloody series of matches, a new leader was appointed.\nAlarinthia remained unchanged — always in the hands of the mighty.\nIt would stay that way, until somebody else got the courage to rise up.	经过漫长而血腥的连番较量，新的领袖被推选出来。\n阿拉林西亚依旧如故——始终掌握在强者手中。\n这种局面会一直持续下去，直到有人鼓起勇气揭竿而起。
6002	map333_e197b548	0		The Created Seers seemed to be affected by your attack on the dark idol.\nAs if offering their strength when needed the most, the energy within them vanished.\nWhen the fog of war settled, they were no longer plagued with visions. They had healthy minds.	你袭击黑暗灵像的举动，似乎影响到了那些被创造出的先知。\n仿佛在最需要的时刻献出了自己的力量，他们体内的能量就此消散。\n当战火平息，他们不再被幻象折磨，心智恢复了健全。
6003	map333_b8ed78ac	0		A small ceremony was held to mourn and honor the sacrifice of your Created Seers.\nThough their life on Alestia was short — they had completed enough to be known as heroes.\nBut many wondered what would've happened if they survived. Could their minds have been saved?	人们举行了一场小小的仪式，悼念并致敬你那些被创造出的先知的牺牲。\n尽管他们在阿莱斯蒂亚的生命很短暂——但他们的成就已足以被誉为英雄。\n但许多人不禁想，若他们活下来会怎样。他们的心智还能被拯救吗？
6004	map330_94c51a33	0		After the chaos dwindled, Nada returned to Mazeo to retrieve her end of the bargain.\nEvery pirate was forgiven for their crimes, and followed Nada to her new, powerful nation.\nWith trade bans lifted, her new nation quickly became more powerful than Mazeo.	混乱平息后，娜达回到马泽奥，索取她应得的那份报酬。\n每一名海盗的罪行都被赦免，他们追随娜达，投奔了她那崭新的强国。\n随着贸易禁令解除，她的新国家迅速变得比马泽奥更为强大。
6005	map330_d17be67a	0		The Mazean Shipping Company simply couldn't compete with such skilled individuals.\nThe discretion and speed associated with working a life of crime gave her team the advantage.\nShe eventually amassed enough to purchase the company, and she dominated the industry.	马泽奥航运公司根本无法与这些身怀绝技的人抗衡。\n游走于犯罪生涯所练就的谨慎与迅捷，让她的团队占尽优势。\n她最终积攒下足够的财富买下了这家公司，从此独霸整个行业。
6006	map330_b56db620	0		Though Nada perished in Balteus, her end of the treaty was posthumously honored.\nA new nation was created, splitting Mazeo in half. A nation where pirates could live in freedom.\nTheir criminal records were expunged, and they began a new life, all thanks to Nada's efforts.	尽管娜达殒命于巴尔泰乌斯，但她那部分条约仍被追认履行。\n一个崭新的国家就此诞生，将马泽奥一分为二。那是一个海盗得以自由生活的国度。\n他们的犯罪记录被抹去，从此开启新的人生——这一切都要归功于娜达的努力。
6007	map330_ccac8b35	0		With their expertise and knowledge on secret routes, they quickly became the new masters.\nOverpowering The Mazean Shipping company, all trading was now under their watchful eyes.\nLifted trade bans and clean criminal records combined to help them dominate the industry.	凭着一身本领和对秘密航路的了解，他们很快成为新的霸主。\n他们压倒了马泽奥航运公司，所有贸易如今都在他们的监视之下。\n贸易禁令的解除与清白的档案，共同助他们称霸了整个行业。
6008	map330_0e4a586a	0		Alex didn't seem interested in this new pirate utopia, however.\nWith his criminal record erased, he started to enjoy life like everybody else.\nEventually offering to serve The New Monarchy's naval army, he became a general.	不过，亚历克斯似乎对这个新的海盗乌托邦毫无兴趣。\n犯罪记录被抹去后，他开始像其他人一样享受生活。\n最终，他主动请缨效力于新王权的海军，成为了一名将军。
6009	map336_83ad6685	0		Shane was never seen again after that fateful encounter in Balteus.\nHe is presumed dead, and many refuse to speak about his betrayal.\nIf he survived, he went to great lengths to remain hidden from the world.	自巴尔泰乌斯那场命中注定的遭遇之后，肖恩便再未现身。\n人们推定他已死，许多人也不愿再提起他的背叛。\n如果他活了下来，那他必定费尽心机，隐匿于世。
6010	map336_9f2ebc2d	0		Shane was killed in action during the final assault on Balteus.\nMany members of The New Monarchy refused to speak about his betrayal.\nThe wounds he inflicted in your cause were grievous, and his justice was served.	肖恩在攻打巴尔泰乌斯的最后一场战斗中阵亡。\n新王权的许多成员都不愿再提起他的背叛。\n他给你们的事业造成的创伤极其沉重，而他已得到应有的审判。
