# dialogue chunk 0018  entries 6801-7200 of 10370
# seq	block	idx	speaker	source	target
6801	click_map190_56_EV056_7cf91ad8	0	char_jit_map189_1_0_25	Every ruler adds to this castle in their own way.\nI've been in power for several decades by now.\nYou're the only one who's ever noticed my addition.	每位统治者都会以自己的方式为这座城堡添砖加瓦。\n我掌权至今已有数十年。\n你是唯一一个注意到我这份添置的人。
6802	click_map190_56_EV056_1319f0ce	0	char_fortaime	You made it that way!?\nDoes that mean you like to climb, too?	那是你弄的！？\n这么说你也喜欢攀爬？
6803	click_map190_56_EV056_91e45b52	0	char_jit_map189_1_0_25	Yes, it does. \nThat's how I start my day.\nThere's no workout quite like it.	没错。\n我每天都这样开始新的一天。\n没有什么锻炼比得上它。
6804	click_map190_56_EV056_d4e693da	0	char_fortaime	Do you use any special equipment?\nI got some metallic claw-like things in Mazeo.	你用专门的装备吗？\n我在马泽奥弄到了一些金属爪一样的东西。
6805	click_map190_56_EV056_4562257b	0	char_jit_map189_1_0_25	I have no use for such things.\nI prefer to go it alone, without safety.\nIt makes you think about every little move.	那种东西我用不上。\n我更喜欢独自上阵，不用任何保护。\n这样你才会认真思考每一个动作。
6806	click_map190_56_EV056_728b26e8	0	char_jit_map189_1_0_25	One accident, and you fall to your death.\nYou don't need those claws. Just climb smarter.\nA handicap takes away your sense of achievement.	一次失手，你就会摔下去送命。\n你不需要那些爪子。爬得聪明点就行。\n借助外物会夺走你的成就感。
6807	click_map190_56_EV056_4de92aae	0	char_fortaime	I think I'll need them, actually.\nI'm planning to climb The Grand Tree in Valinorth.\nIf you saw it, you'd understand the necessity.	其实我觉得我会需要它们。\n我打算去爬瓦利诺斯的巨树。\n你要是见过它，就会明白这是必要的。
6808	click_map190_56_EV056_32d41a25	0	char_jit_map189_1_0_25	The Grand Tree, hmm...?\nDoes it live up to its namesake?	巨树，嗯……？\n它配得上这个名字吗？
6809	click_map190_56_EV056_b4cbe652	0	char_fortaime	Yeah, it does!\nIt's probably the ultimate challenge.\nIt overlooks the entire world, you know.	当然配得上！\n那大概是最极致的挑战。\n你知道，它能俯瞰整个世界。
6810	click_map190_56_EV056_2486a218	0	char_jit_map189_1_0_25	Interesting. Very interesting.\nPerhaps I should pay Valinorth a visit one day.\nI never thought the mainland could provide me with a challenge.	有意思。非常有意思。\n也许我该找一天去瓦利诺斯看看。\n我从没想过大陆能给我带来挑战。
6811	click_map190_56_EV056_2331d633	0	char_fortaime	Oh, it can! Trust me.\nI've been climbing my entire life.\nWant to hear about more fun places...?	哦，当然能！相信我。\n我一辈子都在攀爬。\n想听听更多好玩的地方吗……？
6812	click_map190_56_EV056_af1545cd	0	char_jit_map189_1_0_25	I can spare some time, yeah.	我确实能抽出点时间，好啊。
6813	map191_26ab1e28	0		When I enter the ballroom, I notice my comrades scattered about.{w}\nThey're all enjoying themselves, and having the time of their lives.{w}\nDraycu spared no expense. This was fancier than anything I've ever seen.	我走进舞厅时，注意到同伴们散落在各处。{w}\n他们都很尽兴，享受着人生中最快乐的时光。{w}\n德雷库不惜血本。这比我见过的任何场面都要奢华。
6814	map191_46359cf8	0		There's a live band, playing music that's pleasant to the ear.{w}\nCouples sway about on the dance floor, while others feast on a buffet.{w}\nAn open bar attracts many patrons. There's something for everyone here.	有现场乐队演奏着悦耳的音乐。{w}\n舞池里成双成对的人轻轻摇摆，其他人则在自助餐台前大快朵颐。{w}\n开放式酒吧吸引了许多宾客。这里人人都能找到所爱。
6815	map191_15c6496e	0		My comrades notice me, and give me smiles as they enjoy the party.{w}\nAs I'm about to step forward, somebody bumps into me from behind.{w}\nIt was clearly on purpose, to grab my attention. I quickly turn around.	同伴们注意到了我，一边享受宴会一边朝我微笑。{w}\n我正要迈步向前，身后有人撞了我一下。{w}\n那显然是故意的，为了引起我的注意。我迅速转过身。
6816	map191_84babf58	0	char_jit_map191_1_0_22	I hope you're prepared to fight, [firstname].\nYou'll be among the soldiers during tomorrow's fight.\nRegardless of your allegiance, I'm excited to see your abilities.	我希望你已经准备好战斗了，[firstname]。\n明天的战斗中，你会和士兵们在一起。\n不管你效忠于谁，我都很期待看到你的本事。
6817	map191_d41b8f18	0	char_jit_map191_1_0_30	I hope you're prepared to fight, [firstname].\nYou'll be among the soldiers during tomorrow's fight.\nHaving your allegiance makes me grateful. We battle together.	我希望你已经准备好战斗了，[firstname]。\n明天的战斗中，你会和士兵们在一起。\n能得到你的效忠，我很感激。我们并肩作战。
6818	map191_867b7173	0	char_jit_map191_1_0_38	I would be honored to know that you gave it your all.\nEither way, I thought it would be best to come meet you here.\nYou're a guest in my castle. Not a prisoner, as it may have seemed.	若知道你已拼尽全力，我会感到荣幸。\n无论如何，我觉得最好还是来这里见见你。\n你是我的城堡里的客人，而不是看起来那样的囚犯。
6819	map191_ca50f907	0	char_jit_map191_1_0_38	It's just tradition for challenges. They're mostly issued at the castle.\nIt ensures that the people involved in the fight can't back out.\nWe take these battles very seriously, as you could tell.	这只是挑战的传统。挑战大多都在城堡里发起。\n这能确保参与战斗的人无法退缩。\n如你所见，我们非常看重这种战斗。
6820	map191_4300bc55	0		I nod. That much was clear.	我点了点头。这一点显而易见。
6821	map191_da6279e4	0	char_jit_map191_1_0_38	I hope we haven't issued any offence.	我希望我们没有冒犯到你。
6822	map191_7ca90d9b	0	char_jit_map191_1_0_38	I'm glad to hear it. \nThank you for your cooperation.\nWith that said, I have a ball to enjoy.	听你这么说我很高兴。\n谢谢你的配合。\n话虽如此，我还有舞会要享受。
