# dialogue chunk 0023  entries 8801-9200 of 10370
# seq	block	idx	speaker	source	target
8801	Fortaime2_map012_7_0_685c6d57	0	char_fortaime	Oh, really...?\nI guess I'll try being strong for you.\nYou have a ton of other burdens to worry about.	哦，真的吗……？\n那我就试着为你坚强起来吧。\n你还有一大堆别的重担要操心呢。
8802	Fortaime2_map012_7_0_c6a18898	0	char_fortaime	Oh, so I'm not alone?\nThat's more of a relief than you know, [firstname].\nWhen and {i}if{/i} the time comes? We'll handle it together.	哦，原来我并不孤单？\n这让我松了一大口气，比你知道的还要多，[firstname]。\n等到——{i}如果{/i}真到了那一天？我们一起面对。
8803	Fortaime2_map012_7_0_0a7762a9	0	char_fortaime	Oh, so I'm not alone?\nThat's more of a relief than you know, [firstname].\nWhen and {i}if{/i} the time comes? We'll handle it together.	哦，原来我并不孤单？\n这让我松了一大口气，比你知道的还要多，[firstname]。\n等到——{i}如果{/i}真到了那一天？我们一起面对。
8804	click_map012_8_EV008_3d168097	0	char_fortaime	Hey Zamira, about those antlers.	嘿，扎米拉，关于你头上那对鹿角。
8805	click_map012_8_EV008_69e56565	0	char_jit_map008_1_0_111	What about them?	它们怎么了？
8806	click_map012_8_EV008_1cfd2314	0	char_fortaime	You ever like, hit them on a doorway?\nI mean, you can't be fully aware of them all the time.\nOh! Have you ever accidentally hit someone else with them?	你有没有，呃，撞到过门框上？\n我是说，你也不可能时时刻刻都留意到它们。\n哦！你有没有不小心用它们撞到过别人？
8807	click_map012_8_EV008_ae51743d	0	char_jit_map008_1_0_111	I'm about to...	我马上就要……
8808	click_map012_8_EV008_748ba819	0	char_fortaime	Whoa, okay, backing off...!\nI was just curious. I've always wondered.\nHow do you put a shirt on each morning?	哇，好，我退后……！\n我只是好奇。我一直都想知道。\n你每天早上是怎么穿衣服的？
8809	click_map012_8_EV008_61b8dd49	0	char_jit_map008_1_0_111	What do you mean?	什么意思？
8810	click_map012_8_EV008_0df8737d	0	char_fortaime	Well you can't really slip clothes over your head.\nThose things would tear through any fabric.	你想啊，你没法把衣服从头上套进去。\n那些东西会把任何布料都戳穿的。
8811	click_map012_8_EV008_4ba0b7c3	0	char_jit_map008_1_0_111	I don't really have anything that slips over my head.\nI only wear things I can put my arms inside of first.\nYou know, like button ups, or vests?	我基本上没有能从头上套的东西。\n我只穿那种能先把胳膊伸进去的。\n就是说，像系扣的衬衫，或者马甲？
8812	click_map012_8_EV008_abfd083e	0	char_fortaime	Right. I guess that makes sense.\nSorry for annoying you. Please don't hit me!	对。我猜这说得通。\n抱歉烦到你了。求你别撞我！
8813	click_map012_8_EV008_ef880ddd	0	char_jit_map008_1_0_111	Of course. I'll do my best, Fortaime.\nBut I'm not responsible for any \"accidents\".	当然。我会尽量的，福泰姆。\n但任何“意外”我可概不负责。
8814	click_map012_9_EV009_53e0828e	0	char_valessa	Hey, Zamira. What's work like?	嘿，扎米拉。你的工作是什么样的？
8815	click_map012_9_EV009_e2a96bf6	0	char_jit_map008_1_0_111	It's a lot less exciting than you'd think.\nThey advertise it as a position of power.\nBusting smugglers, and protecting Valinorth.	比你以为的要无聊得多。\n他们把它宣传成一种有权力的职位。\n打击走私犯，保卫瓦利诺斯。
8816	click_map012_9_EV009_8f40b3b0	0	char_valessa	And it's not like that?	难道不是那样吗？
8817	click_map012_9_EV009_3441fefc	0	char_jit_map008_1_0_111	No, not at all!\nI spend most of my day standing around.\nCrime in Valinorth is almost non-existent.	不，完全不是！\n我一天大部分时间就是站着发呆。\n瓦利诺斯几乎没什么犯罪。
8818	click_map012_9_EV009_ddb577b5	0	char_valessa	Because the spirits have blessed us, right?	因为精灵祝福了我们，对吧？
8819	click_map012_9_EV009_997556c3	0	char_jit_map008_1_0_111	I guess that's one popular theory.\nBut to be honest, I don't buy it.\nSpirits can't change our nature.	我猜那是流行说法之一。\n但说实话，我不信。\n精灵改变不了我们的本性。
8820	click_map012_9_EV009_55da667d	0	char_valessa	Nature...?	本性……？
8821	click_map012_9_EV009_5e6af7c9	0	char_jit_map008_1_0_111	Deep down inside, we're all evil.\nSome of us just manage it better than others.\nWe all have our impulses. It's about controlling them.	在我们内心深处，全都是邪恶的。\n只是有些人比别人更善于控制。\n我们都有冲动。关键在于克制。
8822	click_map012_9_EV009_7b4751df	0	char_valessa	What an odd outlook.	真是古怪的看法。
8823	click_map012_9_EV009_47e9c337	0	char_jit_map008_1_0_111	Hey, don't deny your impulses, Valessa.\nIf you had to steal to get by, you'd do it.\nValinorth is just special. Resources are everywhere.	嘿，别否认你的冲动，瓦莱莎。\n如果你得靠偷窃才能活下去，你也会做的。\n瓦利诺斯只是很特别。资源到处都是。
