# dialogue chunk 0021  entries 8001-8400 of 10370
# seq	block	idx	speaker	source	target
8001	map159_73ff35d3	0		I nod. I guess he {i}does{/i} have the authority here.{w}\nAfter all, none of us know anything about this place.{w}\nIf we're following his lead, I'd better do what he says.	我点点头。看来他在这里{i}确实{/i}有权威。{w}\n毕竟，我们对这个地方一无所知。{w}\n既然要跟着他走，我最好照他说的做。
8002	map159_2c965f38	0		Of course, I do have a few questions about this place.{w}\nIf I stop to ask him before we leave, I better do it fast.{w}\nMissing that ball could be catastrophic to our cause.	当然，关于这个地方我确实有些疑问。{w}\n如果我要在出发前停下来问他，最好快一点。{w}\n错过那场舞会对我们的事业可能是灾难性的。
8003	Ulric1_map160_4_0_bf5fce45	0	char_ulric	Hey.	嘿。
8004	Ulric1_map160_4_0_31a8bdac	0	char_ulric	Well, it's definitely not something Draycu came up with.\nRulers of Alarinthia have been doing it for ages, actually.\nIt's supposed to make your subjects less inclined to rebel.	嗯，这绝对不是德雷库想出来的。\n其实，阿拉林西亚的统治者们这么做已经很久了。\n据说是为了让臣民不那么容易造反。
8005	Ulric1_map160_4_0_ffd3ed84	0	char_ulric	It's not really working, if Vivien exists.\nBut at the end of the day, it's still a nice party.\nAs much food and drink as you could ever want.	如果薇薇安还存在着，那这招其实不太管用。\n但说到底，那依然是个不错的派对。\n食物和美酒管够，你想要多少有多少。
8006	Ulric1_map160_4_0_c98d2d78	0	char_ulric	Don't worry, [firstname]. I won't go overboard.\nI do like to drink, but not while I'm on a mission of any sort.\nI'll be tempted of course — though I'm sure you can keep me in line.	别担心，[firstname]。我不会太过分的。\n我确实爱喝酒，但绝不会在执行任何任务的时候喝。\n当然我会受到诱惑——不过我确信你能管住我。
8007	Ulric1_map160_4_0_e2a18550	0	char_ulric	After the feast, there's a large ball. But it all starts with a speech.\nBasically, Draycu will be bragging about his power and influence.\nIf he shows off how strong he is, he's less inclined to be challenged.	宴会之后有一场盛大的舞会。不过一切都以一场演讲开始。\n基本上，德雷库会吹嘘自己的权势和影响力。\n只要他展示出自己有多强，就没人敢轻易挑战他。
8008	Ulric1_map160_4_0_91120b5b	0	char_ulric	Though if there {i}is{/i} a challenge, they hold a tournament the next day.\nIt rarely happens, unless it's a drunken partygoer trying to play a joke.\nEveryone wakes up, hung over, and goes about their simple lives.	不过如果{i}真的{/i}有人挑战，他们第二天会举办一场比武大会。\n这种情况很少见，除非是哪个喝醉的宾客想开个玩笑。\n大家醒来，宿醉未消，继续各自平淡的生活。
8009	Ulric1_map160_4_0_7ba14658	0	char_ulric	Honestly, I don't know too much about him.\nI've been out of the loop on Alarinthian politics for a while.\nBut to hold the throne of this nation, you need to be fierce.	老实说，我对他了解不多。\n我已经很久没关注阿拉林西亚的政事了。\n但要想坐稳这个国家的王座，你必须够凶狠。
8010	Ulric1_map160_4_0_10dbb7dd	0	char_ulric	So if you think I'm strong, then you know nothing.\nHe'll make me look like a whelp in comparison.\nAnd from what I've heard, he's pretty smart, too.	所以如果你觉得我算强，那你就是什么都不懂。\n跟他一比，我会显得像只小崽子。\n而且据我所知，他还相当聪明。
8011	Ulric1_map160_4_0_d2e380c5	0	char_ulric	Most rulers, from what I've seen, simply bathe in their own riches.\nTo hold a ball and share it with your nation? That's pretty genius.\nIt destroys any motivation to remove him from the throne.	据我所见，大多数统治者只是沉溺于自己的财富之中。\n举办一场舞会，与全国百姓共享？那真是相当高明。\n这彻底打消了人们把他赶下王座的念头。
8012	Ulric1_map160_4_0_4541d067	0	char_ulric	That's why Alarinthia hasn't had a tournament in a long time.\nThe people are either happy, or certain that they'd lose in combat.\nI'm betting on the latter, which makes Draycu even more intimidating.	这就是为什么阿拉林西亚很久没举办过比武大会了。\n百姓要么心满意足，要么确信自己会在战斗中落败。\n我赌是后者，这让德雷库显得更加令人畏惧。
8013	Ulric1_map160_4_0_a1613914	0	char_ulric	Do {i}not{/i} underestimate him, [firstname].\nIf the natives can't dethrone him, what chance do we stand?\nVivien might dream of a changed nation, but it'll stay that. Just a dream.	{i}千万别{/i}小看他，[firstname]。\n如果本地人都推翻不了他，我们又能有多少胜算？\n薇薇安也许梦想着改变这个国家，但那终究只是梦想。仅此而已。
8014	Ulric1_map160_4_0_7225d142	0	char_ulric	The Town Square is a nice place. But it's just like Mazeo.\nA large market, with people all peddling their homemade wares.\nYou won't find anything you need, but you'll find everything you {i}want{/i}.	城镇广场是个不错的地方。但和马泽奥差不多。\n一个大集市，人们都在兜售自家做的东西。\n你找不到任何你需要的东西，但你能找到所有你{i}想要{/i}的东西。
8015	Ulric1_map160_4_0_2b4663d3	0	char_ulric	After that, I'd say to pay the coliseum a visit.\nIt's not just a venue used to battle for Alarinthia's throne.\nThey have large battles every day, and you can place bets.	之后，我建议去斗兽场看看。\n它不只是用来争夺阿拉林西亚王座的场地。\n那里每天都举行大型战斗，你还可以下注。
8016	Ulric1_map160_4_0_87d2d286	0	char_ulric	Of course, my personal pick would be the tavern.\nAlarinthia has a lot of unique drinks, so I'll make sure to stop there.\nIf I get my fill, maybe I'll be lucky enough to forget this entire voyage.	当然，我个人的首选会是酒馆。\n阿拉林西亚有很多独特的饮品，所以我一定会去那里。\n如果能喝个痛快，也许我还能幸运地忘掉这整趟旅程。
8017	Ulric1_map160_4_0_04c4f98a	0	char_ulric	It doesn't feel any different than I thought, if that's what you mean.\nStepping foot on this soil didn't change my mind. It only solidified my hate.\nLet's do everything we can to get out of here as fast possible, [firstname]. Please.	如果你是这个意思的话，感觉跟我预想的没什么两样。\n踏上这片土地并没有改变我的想法，只是更加深了我的憎恨。\n我们尽可能快点离开这里吧，[firstname]。求你了。
