# dialogue chunk 0010  entries 3601-4000 of 10370
# seq	block	idx	speaker	source	target
3601	map145_007665e1	0	char_ulric	Excuse my lack of enthusiasm, Damek.\nI think there are more pressing matters at hand.\nWe still need to decide what to do with {i}him{/i}.	恕我提不起兴致，达梅克。\n我认为眼下有更紧迫的事要处理。\n我们还得决定该怎么处置{i}他{/i}。
3602	map145_0cf25b21	0		He tilts his head toward \"Salus\", who shakes his own head in return.	他朝“萨卢斯”偏了偏头，对方则摇了摇头作为回应。
3603	map145_f13b246d	0	char_howl	We require no maintenance.\nWe simply wish to fight, and teach.\nOur legacy demands to be passed on.	我们无需照料。\n我们只求战斗，并传道授业。\n我们的传承需要延续下去。
3604	map145_f0be2510	0	char_damek	There you have it.\nI don't think there's anything we can do.\nHe won't be of any harm to us, right?	你也看到了。\n我觉得我们无能为力。\n他不会伤害我们的，对吧？
3605	map145_7ba20371	0	char_ulric	That's what we thought about the Honor Guard.\nAre you really going to gamble on the spirits again?\nWhat if there's a chance he's just lying to us, Damek?	当初我们对荣誉卫队也是这么想的。\n你真打算再拿灵赌一次吗？\n万一他只是在骗我们呢，达梅克？
3606	map145_db7d3f9a	0	char_howl	We have no reason to lie.\nAnd we do not appreciate this accusation.\nUsing the Honor Guard, we fortified these tunnels.	我们没有理由撒谎。\n而且我们不喜欢这种指控。\n我们借助荣誉卫队，加固了这些隧道。
3607	map145_2592b24d	0	char_howl	It is thanks to us that you survived this ordeal.\nMany of our citizens were sacrificed in order to do this.\nControlling The Triumvirate's forces was taxing, to say the least.	你们能在这场劫难中幸存，全靠我们。\n为此，我们牺牲了许多同胞。\n控制三人执政团的军队，至少可以说是极耗心力。
3608	map145_fbc40ff9	0	char_ulric	Then why did they kill almost all of us during the attack?	那袭击时他们为什么几乎把我们杀光了？
3609	map145_ac32e451	0	char_howl	Our control was strong — but not strong enough.\nIt was easy for The Grand Inquisitor to overpower us.\nUntil today, he had never set foot in these tunnels.	我们的控制很强——但还不够强。\n大审判官轻易就压制了我们。\n在今天之前，他从未踏足这些隧道。
3610	map145_5c558f76	0	char_howl	We do not mind answering questions.\nBut we {i}do{/i} mind being accused of wrongdoing.\nEverything we've done — we've done to help your cause.	我们不介意回答问题。\n但我们{i}确实{/i}介意被指控做了坏事。\n我们所做的一切——都是为了帮助你们的事业。
3611	map145_f0c86de6	0	char_ulric	To what end?	目的何在？
3612	map145_0f09e563	0	char_howl	The Triumvirate's end.	终结三人执政团。
3613	map145_9ec13b25	0		Ulric concedes, simply shaking his head.{w}\nIt seems there was a counter to all of his objections.	乌尔里克让步了，只是摇了摇头。{w}\n看来他所有的质疑都被一一驳倒了。
3614	map145_9dbcd4c2	0	char_damek	I think we should trust him, Ulric.\nHe's answered so many of our questions.\nThings make more sense now, wouldn't you say?	我觉得我们该相信他，乌尔里克。\n他回答了这么多问题。\n现在事情清楚多了，你不觉得吗？
3615	map145_2aea0fcd	0		He doesn't respond.{w}\nHowever, Fortaime steps forward.	他没有回应。{w}\n不过，福泰姆上前一步。
3616	map145_4835458d	0	char_fortaime	What should we call him, though?	不过，我们该怎么称呼他？
3617	map145_998e6a26	0	char_howl	We do not require a name.	我们不需要名字。
3618	map145_238e8da2	0	char_fortaime	You might think that, but you still need one.\nIt's out of convenience, not necessity.	你也许这么想，但你还是需要一个。\n这是为了方便，而非必需。
3619	map145_3a0ac680	0	char_howl	Convenience?	方便？
3620	map145_5c9b6f39	0	char_fortaime	Yeah. Nobody really {i}needs{/i} a name.\nIt just helps us talk to one another, you know?\nIt's especially helpful in battle, or while strategizing.	对。其实没人{i}需要{/i}名字。\n它只是方便我们彼此交流，你懂吧？\n在战斗中，或者制定策略时，尤其有用。
3621	map145_be88bf6e	0	char_howl	Very well. We will think of a name.	好吧。我们会想个名字。
