# dialogue chunk 0022  entries 8401-8800 of 10370
# seq	block	idx	speaker	source	target
8401	click_map111_11_EV011_eb174cda	0	char_valessa	No, it's not that. There's just so much going on.\nAre you sure that won't interfere with anything...?	不，不是那样。只是事情太多了。\n你确定那不会影响到什么……？
8402	click_map111_11_EV011_e2dc898a	0	char_fortaime	Of course not! I think we're smarter than that.\nBesides, it was perfect. We shared a Mazean Apple!	当然不会！我觉得我们没那么蠢。\n再说，那太完美了。我们分享了一个马泽奥苹果！
8403	click_map111_11_EV011_1747ed1d	0	char_valessa	Wow, how romantic.	哇，真浪漫。
8404	click_map111_11_EV011_9a8b4700	0	char_fortaime	You had to be there!	你得在场才能体会！
8405	click_map111_11_EV011_b65a8d0a	0	char_valessa	I think I'll pass...\nIt's good to see you enjoying yourself, though.\nThere's just too much on my mind for that kind of stuff.	我还是算了吧……\n不过看到你这么开心，挺好的。\n只是我脑子里装的事太多，没心思想那些。
8406	click_map111_11_EV011_3f7cda48	0	char_fortaime	Just wait until we get to the Rebel HQ, Valessa.\nIt'll be a life of luxury, you'll see. There'll be plenty of time!	等我们到了反抗军总部再说吧，瓦莱莎。\n会是奢华的生活，你就看着吧。有的是时间！
8407	click_map111_11_EV011_8d3aa2c5	0	char_valessa	We can dream...	做梦还是可以的……
8408	click_map111_13_EV013_7d8efb73	0		This party banter is due to your relationship with Fortaime.	这段队伍闲聊源于你与福泰姆的关系。
8409	click_map111_15_EV015_4c42a0d7	0		So this is the \"spirit idol\" of Mazeo.{w}\nAt least, that's what they thought until recently.{w}\nI can see why they'd make that mistake, actually.	这就是马泽奥的“灵像”了。{w}\n至少，直到最近他们一直是这么认为的。{w}\n其实我能理解他们为什么会认错。
8410	click_map111_15_EV015_95a909f7	0		It sure looks like a spirit idol.{w}\nWell, a dying one, at least.	它看起来确实像一尊灵像。{w}\n嗯，至少是一尊濒死的。
8411	click_map111_15_EV015_41409fba	0		But to think, the real one is deep underground.{w}\nAnd allegedly, it's massive — and full of energy.{w}\nIt'd be the first time I saw an active spirit idol.	可想想吧，真正的那个深埋地下。{w}\n据说它巨大无比——还充满能量。{w}\n那会是我第一次见到活跃的灵像。
8412	click_map111_16_EV016_3a94a586	0		Pews line the church, full of dust, and signs of neglect.{w}\nIt was almost a statement that no one cared about The Triumvirate.{w}\nThat was a bit hopeful to see. Now I know why Damek likes this place.	教堂里排满长椅，积满灰尘，处处透着荒废。{w}\n这几乎就是在宣告，没人在乎三人执政团。{w}\n看到这让人有点欣慰。现在我明白达梅克为什么喜欢这里了。
8413	click_map111_16_EV016_f093b2a4	0		It doesn't look like anybody has been here in ages.{w}\nHowever, a dust-free trail leads to the door at the back.{w}\nIt's clear that only The Rebels have been making use of it.	看起来好久没人来过了。{w}\n不过，一条没有灰尘的痕迹通向后门。{w}\n显然只有反抗军一直在使用这里。
8414	map113_5cd9f596	0		Continuing their adventure through the docks, Sovy keeps close to Shane.{w}\nLeading everybody into a secluded back alley, he lets out a loud sigh.{w}\nIt was nice to get away from all the noise. Mazeans were obnoxious.	他们的冒险在码头继续，索维紧跟在肖恩身边。{w}\n他把大家带进一条僻静的后巷，重重叹了口气。{w}\n能远离那些喧嚣真好。马泽奥人真讨厌。
8415	map113_418edd41	0	char_shane	What gives...?\nThis isn't the way to Valinorth.\nBut I guess you {i}do{/i} like going backwards.	搞什么……？\n这可不是去瓦利诺斯的路。\n不过我猜你{i}确实{/i}喜欢走回头路。
8416	map113_c8e07c9d	0	char_sovy	Oh, we'll get there yet.\nI just have some business to tend to.\nShane, can I talk to you alone for a moment?	哦，我们总会到的。\n我只是有点事要处理。\n肖恩，我能单独跟你聊一会儿吗？
8417	map113_a9c7525c	0		Shane nods, and follows Sovy deeper into the alleyway.{w}\nHalin takes the note and stands guard, ensuring their privacy.	肖恩点点头，跟着索维往巷子深处走去。{w}\n哈林会意，守在一旁放哨，确保他们不被打扰。
8418	map113_a4b8f87a	0	char_sovy	Look, something important has come up.\nYou're aware of our moles within The Rebellion, right?	听着，出了件重要的事。\n你知道我们在反抗军里安插了内线吧？
8419	map113_f4e1b185	0	char_shane	{i}Alleged{/i} moles.	{i}所谓的{/i}内线。
8420	map113_3e56cc72	0	char_sovy	Yes.\nWell, I found this at our drop point.\nI think it's something you'll be interested in.	是的。\n嗯，我在我们的交接点发现了这个。\n我觉得你会感兴趣。
8421	map113_75f32b0a	0		Sovy holds out a letter, prompting Shane to take it.	索维递出一封信，示意肖恩接过去。
8422	map113_8c5087a9	0	char_shane	It's a letter written by Damek?\nWhy is this important...?	这是达梅克写的信？\n这有什么重要的……？
8423	map113_196f0ba3	0	char_sovy	Just read it, Shane.\nIt's from Damek to Valinorth's Elder.\nIt seems your capture was just part of his plan.	读就是了，肖恩。\n是达梅克写给瓦利诺斯长老的。\n看来你被俘只是他计划的一部分。
8424	map113_38b1ff02	0	char_shane	What!?	什么！？
8425	map113_e331a242	0		Shane keeps reading the letter, his eyes shooting wide open.{w}\nEvery word was like a knife to the heart. He was betrayed.	肖恩继续读着信，双眼骤然睁大。{w}\n每个字都像刀插进心脏。他被背叛了。
8426	map113_68ad3534	0	char_shane	He {i}wanted{/i} me to get captured...?\nLook at this — it says he hates me!?	他{i}想{/i}让我被俘……？\n你看这个——上面说他恨我！？
8427	map113_56e244cb	0	char_sovy	I'm sorry you had to find out this way.\nBut your \"mission\" was only a cover.\nHe wanted to kill you off, Shane.	很抱歉让你以这种方式得知。\n但你的“任务”只是个幌子。\n他想除掉你，肖恩。
8428	map113_dec5c9ca	0	char_shane	That's not true. I refuse to believe this.\nI know Damek. He wouldn't do this to me!	不是真的。我不信。\n我了解达梅克。他不会这样对我！
8429	map113_8339ba79	0	char_sovy	Are you sure about that...?\nIt makes sense when you think about it.\nHe sent you there to gain intel, right?	你确定……？\n仔细想想就说得通了。\n他派你去那里是为了搜集情报，对吧？
8430	map113_9746d747	0	char_shane	Yeah...	是啊……
8431	map113_8e6c9a65	0	char_sovy	He already had all the intel he needed.\nThat was the purpose of The Exodus Raid.\nThey mapped out our entire castle, Shane.	他早就拿到了所有需要的情报。\n那正是“流亡突袭”的目的。\n他们摸清了我们整座城堡的布局，肖恩。
8432	map113_51da071d	0	char_sovy	What intel is there left for you to gather...?\nNone. Damek just wanted you out of the way.	还有什么情报需要你去搜集……？\n没有。达梅克只是想把你支开。
8433	map113_efd50011	0	char_shane	No...	不……
8434	map113_b7912e40	0	char_sovy	We were merciful enough to give you a chance, Shane.\nWe could've killed you, but we still found value in your life.\nI think that's way more than anything Damek can say.	我们够仁慈，给了你一个机会，肖恩。\n我们本可以杀了你，但我们仍觉得你的命有价值。\n我想这比达梅克能说的任何话都强得多。
8435	map113_bd6c3d2d	0	char_shane	It really does look like his handwriting...	那真的很像他的笔迹……
8436	map113_300e4572	0	char_sovy	I have no reason to lie to you, Shane.\nI know what it's like to have your world torn apart.\nIt seems like all hope is lost, doesn't it?	我没理由骗你，肖恩。\n我知道世界被撕裂是什么滋味。\n感觉所有希望都没了，对吧？
8437	map113_e13d3609	0	char_shane	What should I do...?	我该怎么办……？
8438	map113_2eea73fb	0	char_sovy	You {i}were{/i} planning to run away, weren't you?\nMaybe you thought you could lose us in the crowd?\nIt's a good idea — but there's no home left for you there.	你{i}本来{/i}打算逃跑，对吧？\n也许你以为能在人群里甩掉我们？\n主意不错——但那里已经没有你的家了。
8439	map113_9114004a	0	char_shane	Why did you wait until {i}now{/i} to show me?	你为什么等到{i}现在{/i}才给我看？
8440	map113_65d7c939	0	char_sovy	Because I have a favor to ask of you, Shane.\nAnd remember, I would {i}never{/i} abandon you.\nI've had every opportunity to kill you.	因为我有个忙要请你帮，肖恩。\n记住，我{i}绝不会{/i}抛弃你。\n我随时都有机会杀了你。
8441	map113_ce56581b	0	char_shane	A favor...?	帮忙……？
8442	map113_163b7e5b	0		Sovy takes back the letter while he watches Shane fight back tears.{w}\nIt was a hard thing to accept — being disowned by your family.{w}\nBut it was a pain that Sovy knew all too well. He could relate.	索维收回信，看着肖恩强忍泪水。{w}\n被自己的家人抛弃——这是很难接受的事。{w}\n但那种痛，索维再清楚不过。他感同身受。
8443	map113_d236bc48	0		He didn't respond just yet. He watched a silent rage build up within Shane.{w}\nThat would be perfect. For rage was an invaluable tool on the battlefield.{w}\nWith a smirk, Sovy finally broke his silence, placing a hand on Shane.	他没有立刻回应。他看着无声的怒火在肖恩心中积聚。{w}\n那再好不过了。因为在战场上，愤怒是无价的工具。{w}\n索维微微一笑，终于打破沉默，把手搭在肖恩身上。
8444	map113_4dc97f98	0	char_sovy	Don't worry, I'll still let you visit Damek and The Rebels.\nIt's just — I have something {i}different{/i} in mind for you.\nA chance to \"pay him back\", if you'd be so inclined.	别担心，我还是会让你去见达梅克和反抗军的。\n只是——我为你准备了{i}不一样{/i}的东西。\n一个“回报他”的机会，如果你愿意的话。
8445	map113_a3f8e29d	0		Shane's fists trembled in anger.{w}\nIn this moment, he was right where Sovy wanted him.	肖恩的拳头因愤怒而颤抖。{w}\n这一刻，他正处在索维想让他待的位置。
8446	map113_abb5686c	0	char_shane	Yeah. \nI'll do it...	好。\n我干……
8447	map114_d5e417b1	0		Gryz sits at his desk with his head in his hands, emotionally drained.{w}\nLillith enters his office, showing concern, but decides to talk business instead.	格瑞兹坐在桌前，双手抱头，心力交瘁。{w}\n莉莉丝走进他的办公室，神情担忧，但还是决定谈正事。
8448	map114_fee422f2	0	char_jit_map114_1_0_11	Gryz, sir. \nThe papers have been sent back out.\nAlex and Nada should know momentarily.	格瑞兹，先生。\n文件已经重新发出去了。\n亚历克斯和娜达应该很快就会知道。
8449	map114_db649da1	0		Slightly shocked, Gryz shakes his head, and rests his hands on his desk.	格瑞兹微微一怔，摇了摇头，把双手放到桌上。
8450	map114_4f37f021	0	char_jit_map114_1_0_29	Thank you, Lillith.\nI couldn't do this without you.	谢谢你，莉莉丝。\n没有你我做不成这些。
8451	map114_7da408bd	0	char_jit_map114_1_0_11	You give me too much credit.\nI'm just a glorified paper pusher.\nYou do all the heavy lifting, you know.	你太抬举我了。\n我不过是个体面点的文书。\n重活都是你在干，你知道的。
8452	map114_06b50ab0	0		He sighs, and rests back in his chair.	他叹了口气，靠回椅背。
8453	map114_ffba242a	0	char_jit_map114_1_0_29	And it's starting to weigh down on me.\nLillith, can we talk off the record for a moment?	而这开始压得我喘不过气。\n莉莉丝，我们能私下聊一会儿吗？
8454	map114_4758fb86	0	char_jit_map114_1_0_11	Of course, sir. \nAnytime you'd like.	当然，先生。\n随时都行。
8455	map114_67fb2d13	0	char_jit_map114_1_0_29	It's about The Occupation.\nAs you know, I was involved with it.	是关于“占领”的事。\n你知道的，我曾经参与其中。
8456	map114_e9f06b07	0	char_jit_map114_1_0_11	Yeah, but that was ages ago.\nIt's all in the past. You're a better man, now.	是啊，但那是很久以前了。\n都是过去的事了。你现在是个更好的人。
8457	map114_4e8c6b63	0	char_jit_map114_1_0_29	That's the funny thing about the past, Lillith.\nIt always has its way of catching up with you.	过去这玩意儿就是这样，莉莉丝。\n它总有办法追上你。
8458	map114_43617af7	0	char_jit_map114_1_0_11	What do you mean...?	你什么意思……？
8459	map114_2bfff42a	0	char_jit_map114_1_0_29	Honestly, I wouldn't know where to start.\nBut recently, Damek agreed to work with me.\nI wanted exclusive access to Mazeo's spirit idol.	说实话，我不知该从何说起。\n但最近，达梅克同意与我合作。\n我想要独享马泽奥灵像的进入权。
8460	map114_1123fb6c	0	char_jit_map114_1_0_11	You lost me...	我听不懂了……
8461	map114_87a9b2b8	0	char_jit_map114_1_0_29	I want to atone for what I've done, Lillith.\nSo many spirits, trapped in those suits of armor.\nAn eternity of mindless servitude to The Triumvirate.	我想为我做过的事赎罪，莉莉丝。\n那么多灵，被困在那些盔甲里。\n永无止境、毫无意识地侍奉三人执政团。
8462	map114_fe49d2e8	0	char_jit_map114_1_0_11	And you can fix that with the Spirit Idol?	而你能用灵像解决这个问题？
8463	map114_14c4e0df	0	char_jit_map114_1_0_29	I hope so. Part of me always had some doubt.\nBut today — I realized that this is my destiny.\nI can't doubt it, or hide from it any longer.	但愿如此。我心里一直有点怀疑。\n但今天——我意识到这就是我的宿命。\n我不能再怀疑它，也不能再逃避。
8464	map114_61a83f17	0	char_jit_map114_1_0_11	Destiny...?\nI'm not sure I buy into that stuff.\nI'd rather call the shots myself, you know.	宿命……？\n我不太信这套。\n我更愿意自己做主，你知道的。
8465	map114_dcc7cc56	0	char_jit_map114_1_0_29	Well, maybe {i}purpose{/i} is a better word.\nAt the end of the day, this is still my choice.\nBut I wasn't certain until today. I saw something...	嗯，也许{i}使命{/i}这个词更合适。\n说到底，这仍是我自己的选择。\n但直到今天我都不确定。我看到了些东西……
8466	map114_76a50de8	0	char_jit_map114_1_0_11	What did you see...?	你看到了什么……？
8467	map114_252c2809	0	char_jit_map114_1_0_29	Back during The Occupation...?\nI killed so many innocent people.\nMade orphans out of so many children.	当年“占领”的时候……？\n我杀了那么多无辜的人。\n让那么多孩子成了孤儿。
8468	map114_8ce9a4a3	0	char_jit_map114_1_0_29	I've been facing that for the last twenty years.\nBut today was the first time I've faced it in person.\nIt's [firstname], and those two companions he had with them.	这二十年我一直在面对这件事。\n但今天是第一次当面面对。\n是[firstname]，还有跟着他的那两个同伴。
8469	map114_74c1a99b	0	char_jit_map114_1_0_29	I've been facing that for the last twenty years.\nBut today was the first time I've faced it in person.\nIt's [firstname], and those two companions she had with them.	这二十年我一直在面对这件事。\n但今天是第一次当面面对。\n是[firstname]，还有跟着她的那两个同伴。
8470	map114_318cf88a	0	char_jit_map114_1_0_11	You mean Valessa and Fortaime...?	你是说瓦莱莎和福泰姆……？
8471	map114_b7cdd74b	0	char_jit_map114_1_0_29	Yes Lillith, all three of them.\nI couldn't put my finger on why they looked familiar.\nBut I just realized it, and I know I need to take action.	是的，莉莉丝，他们三个都是。\n我一直说不清他们为什么看着眼熟。\n但我刚刚想起来了，我知道我必须采取行动。
8472	map114_b29ee3b3	0		He places his head back in his hands, almost ashamed.	他把头重新埋回双手里，几乎是羞愧难当。
8473	map114_1d56564b	0	char_jit_map114_1_0_29	Spitting images of people {i}I{/i} killed during The Occupation.\nI have no doubt in my mind that their parents died by my hand.\nI played a part in condemning them — forcing them into this war.	活脱脱就是{i}我{/i}在“占领”期间杀掉的那些人的翻版。\n我毫不怀疑，他们的父母死在我手上。\n我也参与了对他们的定罪——把他们逼进了这场战争。
8474	map114_a73d19cc	0		He clenches his fists, trembling as he looks up at Lillith.	他攥紧拳头，颤抖着抬头看向莉莉丝。
8475	map114_498ef509	0	char_jit_map114_1_0_29	And now I must play my part in ending it.\nI'm going to those tunnels. Right now.	而现在我必须尽我的一份力，结束这一切。\n我要去那些隧道。现在就去。
8476	map172_859718fb	0		Damek sits in a bed, staring down at the pendant I saw him hold back at HQ.{w}\nHe had faced death and came out the other side. That would change {i}any{/i} man.{w}\nBut what happened while he was gone...? That's a question that's been on my mind.	达梅克坐在床上，低头盯着我在总部见他握过的那个吊坠。{w}\n他曾直面死亡，又从另一边走了出来。那会改变{i}任何{/i}一个人。{w}\n但他不在的那段时间发生了什么……？这个问题一直在我心里。
8477	map172_51a17643	0		I approach cautiously, careful not to startle him out of his reverie.{w}\nWhen I get close to him, he looks up at me, making no effort to hide his tears.{w}\nHe finally had time to process everything that happened back in those tunnels.	我小心翼翼地走近，不惊扰他的沉思。{w}\n当我靠近时，他抬头看我，毫不掩饰自己的泪水。{w}\n他终于有时间去消化隧道里发生的一切。
8478	map172_8dea5e81	0	char_damek	I was such a fool, [firstname].\nShane tricked me — I was careless.\nI should've never let him get close to me.	我真是个傻瓜，[firstname]。\n肖恩骗了我——是我大意了。\n我当初就不该让他靠近我。
8479	map172_01577387	0	char_damek	He knew my weakness, and exploited it.\nIt made me so happy to see him again.\nAnd here I thought I was finally ready...	他知道我的弱点，还利用了它。\n再见到他让我那么高兴。\n我还以为自己终于准备好了……
8480	map172_06d8eea0	0		Weakness...? What does he mean?	弱点……？他是什么意思？
8481	map172_a52b7e4a	0	char_damek	Will you have a seat with me, [firstname]?\nI guess I should tell you the truth of what happened.\nFrom the sidelines, I must've looked incompetent.	能陪我坐会儿吗，[firstname]？\n我想我该告诉你事情的真相。\n从旁人的角度看，我肯定显得很无能。
