# dialogue chunk 0001  entries 1-400 of 10370
# seq	block	idx	speaker	source	target
1	map005_86570cbd	0		Everything is burning. I can do little to stop it from spreading.{w}\nAn immense pain assaults my head, and I throw my face into my hands.{w}\nThe same question repeatedly plays in my mind: \"What am I doing here...?\"	一切都在燃烧，我几乎无力阻止火势蔓延。{w}\n一阵剧痛袭上头顶，我双手掩面。{w}\n同一个问题在我脑中反复回响：“我为什么会在这里……？”
2	map005_63907572	0		I have no knowledge of what happened up until this point.{w}\nMy brain is struggling to fill in the blanks, not gaining any headway.{w}\nIt was almost like, until this exact moment, I never existed.	在此之前发生了什么，我一无所知。{w}\n我的大脑拼命想填补这些空白，却毫无进展。{w}\n就好像，直到这一刻之前，我从未存在过一样。
3	map005_fea3fe66	0		Then why is it {i}now{/i} that cognition has found me?{w}\nWas there something I could do to put out these flames?{w}\nOr perhaps, was I the cause of this inferno to begin with?	那么，为何偏偏是{i}现在{/i}，意识才找到了我？{w}\n我是否有办法扑灭这些火焰？{w}\n又或者，这场大火最初就是由我引起的？
4	map005_61d8481e	0		A foolish thought, and one I throw away.{w}\nIf I was responsible, then I wouldn't feel this sense of dread.{w}\nAn emotion shared by those who stand beside me.	这是个愚蠢的念头，我把它抛开。{w}\n若真是我造成的，我便不会感到这种恐惧。{w}\n一种站在我身旁之人也同样怀有的情绪。
5	map005_9715e1e6	0	char_valessa	Come on, pick up the pace...!\nIf we waste any more time, we won't make it out alive!\nThere's no way the Elder would let me live that one down.	快，加快脚步……！\n要是再浪费时间，我们就别想活着出去了！\n长老绝不会让我把这事轻易揭过去的。
6	map005_04064a5a	0		I feel like she's escorting me, and I should follow her.{w}\nCould it be that she's been tasked with my protection?{w}\nI grasp at the straws that are the memories in my mind.{w}\nI'm only able to latch onto one. It's the title that I go by.	我感觉她在护送我，我应该跟上她。{w}\n难道她的任务就是保护我？{w}\n我拼命抓住脑海中那些记忆的稻草。{w}\n可我唯一能抓住的，只有我所背负的那个头衔。
7	map005_dd8a4cdc	0	char_valessa	Are you even paying attention!?	你到底有没有在听！？
8	map005_5e3b4dc2	0	char_valessa	What!? I know who you are, Seeress!\nDid you hit your head or something...?	什么！？我当然知道你是谁，先知！\n你是撞到头了吗……？
9	map005_3f4ba59d	0	char_valessa	I know who you are, Seer!\nDid you hit your head or something...?	我知道你是谁，先知！\n你是撞到头了吗……？
10	map005_6c53a550	0		She scoffs as she turns the other way.{w}\nBut I know she's right. I'm not taking this seriously.{w}\nIt feels like a dream, and I doubt that it's all happening.	她哼了一声，把头转向另一边。{w}\n但我知道她说得对，我根本没把这一切当回事。{w}\n这一切像一场梦，我怀疑它是否真的在发生。
