# dialogue chunk 0026  entries 10001-10370 of 10370
# seq	block	idx	speaker	source	target
10001	map099_b4d98eba	0	char_fortaime	But we're still friends, right...?\nAnd no matter what, friends stick together.\nSo let's get that blade, and head to Mazeo.	但我们还是朋友，对吧……？\n不管发生什么，朋友都会并肩同行。\n所以，我们去拿那把剑，然后前往马泽奥。
10002	map099_7593b742	0	char_fortaime	Oh, I guess I see things differently.\nI have no problem protecting you if things get hairy.\nLet's get that blade, then. We'll take this step-by-step.	哦，看来我的想法不太一样。\n要是事情变得棘手，我保护你也没问题。\n那就去拿那把剑吧。我们一步一步来。
10003	map099_59b91780	0	char_fortaime	Well, it's not like we're saving the world or anything.\nI know I make a lot of jokes, but I was being serious!\nI guess we can talk on the way. Let's get that blade.	好吧，又不是说我们在拯救世界什么的。\n我知道我平时爱开玩笑，但刚才我是认真的！\n我们可以路上再聊。去拿那把剑吧。
10004	map099_546fa7df	0	char_fortaime	Nothing to say? Really?\nOh well, I guess I was hoping for too much.\nLet's get that blade. We'll talk more on the way.	没什么要说的？真的？\n算了，看来是我期望太高了。\n去拿那把剑吧。路上再多聊。
10005	map099_789583cc	0	char_valessa	Yeah, I'm about ready to get off this bridge.\nNot exactly the best place for a heart-to-heart.\nThough honestly, I'm glad you opened up.	是啊，我差不多该离开这座桥了。\n这里可不是谈心的好地方。\n不过说实话，我很高兴你能敞开心扉。
10006	map099_ae4a22db	0	char_valessa	And actually, I think I've found my purpose.\nI want to fight to protect my closest friends.\nSo about that promise? I'll be here. Right until the end.	其实，我想我找到了自己的目标。\n我要为守护最亲近的朋友而战。\n所以，那个约定呢？我会一直在这里。直到最后。
10007	map099_e19f7d0e	0		I nod, and they smile at one another.{w}\nA few moments later, we continue our trek to The Grand Tree.{w}\nThis time, however, we reach our goal with no interruptions.	我点点头，她们相视一笑。{w}\n片刻之后，我们继续向巨树跋涉。{w}\n不过这一次，我们一路无阻地抵达了目的地。
10008	map100_547fd3a6	0		As soon as we enter, we all spread out.{w}\nPerhaps covering more ground would help us find it easier.{w}\nHowever, much to our surprise, it's out in the open.	我们一进去，便四下散开。{w}\n也许搜寻的范围越大，就越容易找到它。{w}\n然而，出乎我们意料，它竟就摆在明处。
10009	map100_4d2f8bda	0	char_fortaime	Wait, that's it...?	等等，就是这个……？
10010	map100_38ca0c64	0		It's wrapped up in a sack, in front of The Grand Tree's altar.{w}\nThe general shape and size was easily discernable to me.{w}\nIt was the instrument of my death, and Valinorth's destruction.	它被裹在一个布袋里，就放在巨树的祭坛前。{w}\n它的大致形状与大小，我一眼便能辨认。{w}\n那是夺走我性命、毁灭瓦利诺斯的凶器。
10011	map100_82444e85	0	char_valessa	There's a letter attached to it.\nLet's see what it says.	上面还附着一封信。\n我们看看写了什么。
10012	map100_0384f8a0	0	char_fortaime	Wait, hold on...!\nI don't think we're supposed to touch it.\nWe should probably leave this one to [firstname].	等等，先别动……！\n我觉得我们不该碰它。\n这件事还是交给[firstname]吧。
10013	map100_0384f8a0_1	0	char_fortaime	Wait, hold on...!\nI don't think we're supposed to touch it.\nWe should probably leave this one to [firstname].	等等，先别动……！\n我觉得我们不该碰它。\n这件事还是交给[firstname]吧。
10014	map100_010fe639	0	char_valessa	I'm sure it's fine as long as it's covered up.\nBut very well, feel free to do the honors.	只要它还包着，应该就没事。\n不过也好，那就请你来吧。
10015	map100_bb039fe5	0		They both look at me, leaving me little choice in the matter.{w}\nIt's not like they had any choice in this either, however.{w}\nTaking slow steps to the altar, I look down at the letter.	她们俩都看着我，让我别无选择。{w}\n不过话说回来，她们在这件事上又何尝有过选择。{w}\n我缓步走向祭坛，低头看向那封信。
10016	map100_2c26666d	0	char_fortaime	Well, what does it say?	那么，上面写了什么？
10017	map100_b12d7258	0		I kneel down and pull off the letter, breaking some adhesive.{w}\nIt's from Mylus, and it gives us a bit more information.{w}\nNone of us have really left Valinorth, so guidance is helpful.	我跪下来撕下信纸，扯开了些许黏胶。{w}\n信是迈勒斯写的，给了我们一些补充信息。{w}\n我们谁都没真正离开过瓦利诺斯，所以指点很有帮助。
