# dialogue chunk 0019  entries 7201-7600 of 10370
# seq	block	idx	speaker	source	target
7201	map212_40ba4aa9	0		These were alternate pasts, he said so himself.{w}\nWhat if someone is a traitor only in some far-off past?{w}\nWe could end up punishing somebody innocent and loyal.	他说过，那些都是平行的过去。{w}\n如果某人只是在某个遥远的过去里成了叛徒呢？{w}\n我们最终可能会惩罚一个无辜又忠诚的人。
7202	map212_790c517e	0		His words were as cryptic as always, especially about cycles.{w}\nI know I wield The Triumvirate's blade, but I am {i}not{/i} like them.{w}\nThis cycle of death, and tyranny, would end by my hand alone.	他的话一如既往地晦涩，尤其是关于轮回的部分。{w}\n我知道我握着三人执政团的剑，但我{i}不{/i}像他们。{w}\n这死亡与暴政的轮回，将由我一人之手终结。
7203	map212_6bc22ea7	0		I look back over my shoulder, and he's still staring into the flames.{w}\nEvery time I talk to him, he tells me something new about his powers.{w}\nAs we approach our final battle however, he'd be more rushed than ever.	我回头望去，他仍凝视着火焰。{w}\n每次和他交谈，他都会告诉我一些关于他力量的新东西。{w}\n然而随着最终决战临近，他会比以往更加匆忙。
7204	map212_3d47105a	0		If there were any secrets to be learned, I trust that he could do it.{w}\nBut, as always, a few major questions find themselves at the top of my list.{w}\nWho was The Triumvirate? Why did they require purity? Are there any traitors...?	若有什么秘密可探，我相信他能做到。{w}\n但一如既往，几个重大问题始终占据我心头首位。{w}\n三人执政团是谁？他们为何要求纯净？可曾有叛徒……？
7205	map212_012259ed	0		It seemed that Howl would be the key to solving all of these mysteries, and more.{w}\nThe power that he saw as a curse, was now turning into a bountiful source of hope.	看来豪尔将是解开这一切谜团乃至更多的关键。{w}\n那被他视为诅咒的力量，如今正化为丰沛的希望之源。
7206	map212_fd105607	0		That was the miracle of changing views. Your curses, and your faults, — become strengths.{w}\nAnd if there's anything that would carry us to victory, it would be finding that inner strength.	那便是观念转变的奇迹。你的诅咒与缺陷——都会化为力量。{w}\n而若有什么能带我们走向胜利，那便是寻得那份内在之力。
7207	map200_4aa5a672	0		The private room is small, and cozy.{w}\nOne lone window provides a view of the arena.{w}\nWe're all able to fit inside without too much discomfort.	这间私人房间小而舒适。{w}\n一扇孤零零的窗子可以看到竞技场。{w}\n我们所有人都能挤进来，还不算太难受。
7208	map200_0a9124f7	0		Damek seems to be mediating an argument between Ulric and Pro.{w}\nThey look in my direction as I enter, but quickly get back to business.{w}\nGiven the circumstances, it made sense that Ulric and Pro were at odds.	达梅克似乎在调解乌尔里克和普洛之间的争执。{w}\n我进门时他们朝我这边看了看，但很快又回到正题。{w}\n在这种情况下，乌尔里克和普洛起冲突也在情理之中。
7209	map200_4c671ea7	0	char_pro	Stop being so stubborn, Ulric!\nWe can do this without killing each other.\nJust focus on the leader, that's all you need to do.	别这么固执了，乌尔里克！\n我们不杀死对方也能做到的。\n只要集中对付首领就行，你只需要做这个。
7210	map200_1350476c	0	char_ulric	I don't think you heard me the first time.\nThere's {i}nothing{/i} I won't do to secure victory.	我想你第一次没听清。\n为取得胜利，{i}没有什么{/i}是我不会做的。
7211	map200_62c78f4a	0		He takes heavy steps toward Pro, backing him up against the wall.	他沉重地朝普洛迈步，把他逼到墙边。
7212	map200_38b06f0b	0	char_ulric	That means if I have to kill you — I will.\nAnd there's no way you're going to convince me otherwise.\nThe future of my nation is at stake. Your life means nothing to me.	那就是说，如果我必须杀了你——我会的。\n你也绝无可能说服我改变主意。\n我国家的未来危在旦夕。你的命对我毫无意义。
7213	map200_550d8432	0		He steps away, having made his point.{w}\nDamek interferes, getting in the way of Ulric.	他把话说清楚了，便退开一步。{w}\n达梅克上前阻拦，挡在乌尔里克面前。
7214	map200_fdbc5664	0	char_damek	Look, we can figure something out!\nThere's no need for {i}either{/i} of you to die.\nI'll be fighting down there too, so—	听着，我们总能想出办法的！\n你们{i}两个{/i}都没必要去死。\n我也会在下面战斗，所以——
7215	map200_c5673b54	0		Ulric quickly cuts him off.	乌尔里克迅速打断了他。
7216	map200_2a4f4dd1	0	char_ulric	Stop controlling everything, Damek.\nThis isn't even your army anymore.\nYou need to start acting that way.	别什么都想管，达梅克。\n这已经不是你的军队了。\n你该开始有点自知之明。
7217	map200_ea0408a9	0	char_damek	But...	可是……
7218	map200_5adbe2a2	0	char_ulric	No. This army belongs to [firstname].\nHe's the one that will be fighting down there.\nBesides, planning like that is against the rules.	不。这支军队属于[firstname]。\n下去战斗的人是他。\n再说，那样谋划是违反规矩的。
7219	map200_81511f3b	0	char_ulric	No. This army belongs to [firstname].\nShe's the one that will be fighting down there.\nBesides, planning like that is against the rules.	不。这支军队属于[firstname]。\n下去战斗的人是她。\n再说，那样谋划是违反规矩的。
7220	map200_bb929ebd	0	char_ulric	It's a fight to the death, no matter what.\nConspiring to prevent that displays a lack of honor.\nI may want to overthrow this tradition, but I {i}won't{/i} mock it.	无论如何，这都是生死之战。\n合谋阻止它，是毫无荣誉可言的表现。\n我或许想推翻这个传统，但我{i}不会{/i}去嘲弄它。
7221	map200_248ef63e	0		He tilts his head toward Draycu, who stands in the corner of the room.	他朝站在房间角落的德雷库偏了偏头。
7222	map200_4c43e613	0	char_jit_map200_1_0_165	Mutual respect. That wasn't something I expected, Ulric.\nThere's nothing I enjoy more than an honorable opponent.\nIt almost makes up for the attempt at crashing my ball.	互相尊重。这可不是我预料到的，乌尔里克。\n没有什么比一位可敬的对手更让我享受的了。\n这几乎能弥补你试图搞砸我的舞会那件事。
7223	map200_25ce13a9	0		He smirks, a sinister look on his face.	他嘴角一扬，脸上露出阴险的神情。
7224	map200_54a6607b	0	char_jit_map200_1_0_165	But it doesn't mean I'll go easy on you.\nWhere is Vivien, by the way? Did he run?	但这不代表我会对你手下留情。\n对了，薇薇安在哪儿？他跑了吗？
7225	map200_203e752a	0	char_ulric	No. He's in a separate room.\nSomething about meditating before the fight.\nI'd leave him be until it's time to do this.	不。他在另一个房间里。\n说是要在战斗前冥想。\n在动手之前，我建议别去打扰他。
7226	map200_6e13f2c2	0	char_ulric	Speaking of which — may I request some time with my comrades?\nIf the battle is starting soon, then some farewells may be in order.	说到这个——我能请求和我的战友们单独待一会儿吗？\n如果战斗很快就要开始，或许该做些告别了。
7227	map200_414c82d5	0		He looks at Pro, as if his words were some sort of threat.	他看向普洛，仿佛他的话是一种威胁。
7228	map200_853efec0	0	char_jit_map200_1_0_165	Of course. I didn't mean to intrude.\nAs soon as you're ready, we will begin.\nI'll be in the lobby while I wait for you all.	当然。我无意打扰。\n你们一准备好，我们就开始。\n我会在大厅等你们所有人。
7229	map200_b8587388	0		Soon after, we're left alone. Just me and my comrades.{w}\nA tense feeling permeates the air. Things were different, now.{w}\nEven if Ulric and Pro survived, a rift had grown among our ranks.	不久后，只剩下我们。只有我和我的战友们。{w}\n紧张的气氛弥漫在空气中。如今一切都不同了。{w}\n即便乌尔里克和普洛活下来，我们队伍中也已生出裂痕。
7230	map200_a1b00ae7	0		And at this point in time, I'm unsure if we could mend it.{w}\nI gulp, as I wait in silence, and wait for someone to speak.{w}\nIt's Pro. He seems to be acting pretty sensible right now.	而此时此刻，我不确定我们能否弥合它。{w}\n我咽了口唾沫，沉默地等待着，等有人开口。{w}\n是普洛。他现在看起来相当理智。
7231	map200_dc331845	0	char_pro	Okay, so let's go over this situation before the fight begins.\nWe need to make sure we understand exactly what's going down.\nThe upcoming alliance will ensure our attack on Balteus hits {i}hard{/i}.	好，那我们在开打之前把局势捋一遍。\n我们得确保自己完全清楚将要发生什么。\n即将结成的同盟将确保我们对巴尔泰乌斯的进攻{i}狠狠{/i}打下去。
7232	map200_b4776347	0	char_pro	I'm fighting alongside Draycu, as his Champion.\nThe fight is over if either him, or myself, fall in combat.\nOur reserve forces will consist of the Monarch Vessels.	我将作为德雷库的斗士，与他并肩作战。\n只要他或我中有一个倒下，战斗就结束。\n我们的后备力量将由君王容器组成。
7233	map200_8bee436a	0	char_pro	I'm fighting alongside Draycu, as his Champion.\nThe fight is over if either him, or myself, fall in combat.\nOur reserve forces will consist of the Created Seers.	我将作为德雷库的斗士，与他并肩作战。\n只要他或我中有一个倒下，战斗就结束。\n我们的后备力量将由被创造出的先知组成。
7234	map200_d6785446	0	char_pro	[firstname] will also be among those reserve forces, too. \nIf he wins, then Draycu will offer us his might to attack Balteus.\nIf he loses, we get nothing. The pledge lies with him alone.	[firstname]也会在那支后备力量之中。\n如果他赢了，德雷库就会把他的力量借给我们去攻打巴尔泰乌斯。\n如果他输了，我们什么也得不到。那誓言只系于他一人。
7235	map200_6e8d1b68	0	char_pro	On the other hand, Ulric is fighting alongside Vivien, as his Champion.\n[firstname] will fight in Vivien's reserve forces, alongside his army.\nIt may not be as strong as Draycu's, but Vivien isn't about strength.	另一方面，乌尔里克将作为薇薇安的斗士，与他并肩作战。\n[firstname]将在薇薇安的后备力量中，与他的军队一同战斗。\n那或许不如德雷库的强大，但薇薇安靠的从来不是力量。
7236	map200_82329e61	0	char_pro	If Draycu wins, the nation will stay exactly the same.\nBut if Vivien wins, he will lead Alarinthia in a new direction.\nHopefully, one that allies itself with The New Monarchy.	如果德雷库赢了，这个国家将一成不变。\n但如果薇薇安赢了，他会带领阿拉林西亚走向新的方向。\n但愿是一个能与新君主国结盟的方向。
7237	map200_1cfbd14a	0		Pro crosses his arms.	普洛抱起双臂。
7238	map200_229bf3b1	0	char_pro	Someone will die here today.\nEither Vivien, Draycu, myself, or Ulric.\nBut these deaths will not be in vain.	今天这里会有人死去。\n要么是薇薇安，要么是德雷库，要么是我，要么是乌尔里克。\n但这些牺牲不会白费。
7239	map200_e9e0b98c	0	char_pro	They will give our army incredible strength.\nTheir lives will help us reshape this world.\nOr mine. I'm ready to die for this, too.	他们会赋予我们军队惊人的力量。\n他们的生命将帮助我们重塑这个世界。\n或者我的。我也准备好为此赴死了。
7240	map200_8bdc05e0	0	char_pro	We wouldn't stand a chance if we attacked Balteus on our own.\nAn alliance is necessary, and this is the best way we can get it.\nOne life — taken here today — is worth it, to change all of Alestia.	如果仅凭我们自己进攻巴尔泰乌斯，根本毫无胜算。\n同盟是必需的，而这是我们能获得它的最好方式。\n一条今天在此逝去的生命——值得，为了改变整个阿莱斯蒂亚。
7241	map200_44052a0a	0	char_pro	To finally take this world back from The Triumvirate.\nWe must simply hope that [firstname] made the right choice.\nIf there even {i}is{/i} a right choice in this type of situation.	为了最终从三人执政团手中夺回这个世界。\n我们只能希望[firstname]做出了正确的选择。\n在这种局面下，如果{i}真{/i}存在什么正确的选择的话。
7242	map200_b7d87e7b	0	char_pro	For example, our allegiance with Vivien isn't guaranteed.\nIf Dracyu wins, he won't offer us his men. We sided against him.\nThat's a good possibility, given his reputation in the coliseum.	比如，我们与薇薇安的同盟并非板上钉钉。\n如果德雷库赢了，他不会把他的部下借给我们。我们站到了他的对立面。\n考虑到他在竞技场上的名声，这很有可能。
7243	map200_d71d2dd9	0	char_pro	For example, our allegiance with Draycu isn't guaranteed.\nIf Vivien wins, he won't offer us his men. We sided against him.\nIt's a real possibility, since Ulric is offering Vivien his strength.	比如，我们与德雷库的同盟并非板上钉钉。\n如果薇薇安赢了，他不会把他的部下借给我们。我们站到了他的对立面。\n这是很有可能的事，因为乌尔里克把力量献给了薇薇安。
7244	map200_e1f948f2	0		Pro is really taking charge here. It's impressive.	普洛在这里真的挑起了大梁。真令人佩服。
7245	map200_be8e1741	0	char_pro	That about sums it up.\nMe, Ulric, and [firstname] need to go to the arena.\nEveryone else will be given seats to watch us fight.	大致就是这样。\n我、乌尔里克和[firstname]需要去竞技场。\n其余人会被安排座位，观看我们战斗。
7246	map200_f2d2810c	0	char_pro	If this is the last time I see you all, then goodbye.\nIt was an honor serving you, and fighting for freedom.\nI can only hope that you gain that freedom in the end.	如果这是我最后一次见到你们所有人，那就再见吧。\n能效忠于你们、为自由而战，是我的荣幸。\n我只能希望，你们最终能赢得那份自由。
7247	map200_c785d396	0		He stops talking, and stands in the corner of the room, saying nothing.{w}\nValessa and Fortaime are nodding, as they understand the situation.{w}\nI can tell they were confused before, so his explanation definitely helped.	他不再说话，站在房间的角落，一言不发。{w}\n瓦莱莎和福泰姆点着头，他们明白了当前的局势。{w}\n看得出他们先前很困惑，所以他的解释显然帮上了忙。
7248	map200_d2dde44f	0	char_ulric	I don't have much to say, I just wanted to get rid of Draycu.\nI'm not very good at farewells, either. So I won't waste your time.\nGood luck in the future. All of you. I hope to see you again.	我没什么好说的，我只是想把德雷库支开。\n我也不太擅长道别。所以我就不浪费你们的时间了。\n祝你们今后好运。你们所有人。希望还能再见。
7249	map200_545fadcf	0		He gives us all a slight bow before retreating into another corner.{w}\nThis leaves me with Howl, Damek, Valessa, and Fortaime.	他朝我们所有人微微一鞠躬，然后退到另一个角落。{w}\n这下只剩下我、豪尔、达梅克、瓦莱莎和福泰姆。
7250	map200_b8769b84	0	char_damek	The Monarch Vessels are already waiting by the arena.\nI'll take everyone to our seats, so we can watch you fight.\nI guess it's on you now, [firstname]. Head to the arena.	君王容器已经在竞技场旁等候了。\n我带大家去我们的座位，好在现场看你们战斗。\n现在就看你的了，[firstname]。去竞技场吧。
7251	map200_b47aae3a	0	char_damek	The Created Seers are already waiting by the arena.\nI'll take everyone to our seats, so we can watch you fight.\nI guess it's on you now, [firstname]. Head to the arena. 	被创造出的先知已经在竞技场旁等候了。\n我带大家去我们的座位，好在现场看你们战斗。\n现在就看你的了，[firstname]。去竞技场吧。
7252	map200_3864584f	0	char_fortaime	Do you really need to rush into it like this?\nCan't you take some time to prepare, and train?	你真的有必要这么急着去吗？\n就不能花点时间准备和训练吗？
7253	map200_8454c7c3	0	char_howl	That would be impossible.\nAlarinthia takes these battles very seriously.\nDelaying it would insult the honor of all participants.	那不可能。\n阿拉林西亚对这些战斗极为重视。\n拖延会侮辱所有参与者的荣誉。
7254	map200_6813ce28	0	char_fortaime	Screw honor, then!\nI'm not ready to say goodbye just yet.\nThere's still so much we need to do...!	荣誉什么的见鬼去吧！\n我还没准备好说再见。\n我们还有很多事要做……！
