2401	你不是我的父亲。
2402	你说这话，是为了告知我们，还是为了安慰{i}你自己{/i}？
2403	嗯……？
2404	这个问题不言自明。
2405	只是——我本该对你发火。暴怒。\n你在玷污我父亲的记忆与形象。
2406	我们吗……？\n看来“萨鲁斯”是个可敬的人。\n我们不是在完成他最后的遗愿吗？
2407	什么？
2408	阿拉斯提亚的自由。三人执政团的覆灭。\n这么一看，我们似乎什么也没有玷污
2409	我……我不知道。
2410	你想知道什么？
2411	我想知道我现在该有什么感觉！\n这太离奇了——我完全不知道该怎么办。\n在瓦利诺斯的时候，一切都那么简单、轻松。
2412	你为什么非得做什么呢？\n你知道，你大可把这件事琢磨上好几年。\n说到底，你应该去做些更有用的事。
2413	比如什么？
2414	这不是我们能决定的。\n但别担心，我们会照看好这具身体。\n并利用它，竭尽所能地荣耀你的父亲。
2415	谢谢……\n如果我想到了什么，会告诉你的。\n我可能需要一段时间才能理解这件事。
2416	很好，但请记住这一点。\n不理解并不是过错。事实上，它也可以是一种力量。\n即便你不知道灵魂的真相，你依然茁壮成长。
2417	你说得对……\n我想我需要一个人静一静。\n我会待在下面的船员舱，豪尔。
2418	我得再次感谢你，波米。\n你的支持对我意义重大。真的。\n有些反抗军成员已经开始站到豪尔那边了。
2419	要我说，这决定可真够蠢的。\n我知道他们在想什么——觉得{i}你{/i}该负责。\n但那不可能。没人能预见会发生什么。
2420	是啊，我们被算计了。措手不及。\n不过我知道这种事不会再发生了。情况不一样了。\n就好像我们对灵界的信仰一直在拖我们的后腿。
2421	可你觉得民众会相信我们吗？\n我是说，{i}你{/i}自己相信我们听到的真相吗？
2422	我其实没有选择，达梅克。\n你的演讲给了我们证据。无可辩驳。\n我建议对每一个阿拉斯提亚人都这么做。
2423	就算要花上数年，你也能做到。\n如果你需要帮忙，我甚至会帮你。\n没人说过战后一切会轻松。
2424	你说得对，谢谢你的提议。\n我很确定我会接受——毕竟这是件难办的差事。\n但我知道，只要我们团结一心，几乎{i}任何事{/i}都可能。
2425	当然。所以眼下，我们得解决队伍内部的分歧。\n我会去和那些支持豪尔的反抗军成员谈谈。他们必须停下。\n这件事{i}没有{/i}派系之分。我们都在为同一个目标而战。
2426	要是他们能放下分歧呢？\n怎么样，达梅克？那我们肯定能赢下这场仗。
2427	嘿，普洛，我能跟你聊两句吗？
2428	当然！怎么了？
2429	我不能当着大家的面说。\n我需要单独跟你谈。{i}秘密{/i}地谈。
2430	哦，是关于{i}那件事{/i}吗？
2431	普洛。别当着别人的面。\n跟我到这边来，小声说。
2432	好，好。抱歉。\n那么，怎么了？
2433	那么，当先知是什么感觉……？\n你开始看到什么样的东西了？\n会头疼吗？你享受这种感觉吗……？
2434	能预见未来让我非常愉悦。\n但眼下，只是些琐碎的东西。难以解读。\n也许随着我们慢慢消化，一切会变得更清晰。
2435	我在未来看到了失去。失去，还有悲剧。\n但属于这场战斗的哪一方，我说不上来。\n目前，这似乎只是一种“直觉”。
2436	是啊，我也是这样。短暂的闪现。\n但我看到了一座竞技场，还有一场激烈的厮杀。\n我想你们这次到访期间都会参战。
2437	参战……？那可不好玩。\n希望你的力量能随着时间变强。\n想象一下你在那些战斗里会有多强……！
2438	能在敌人出手之前就看穿每一个动作。\n有了那种力量，我们就永远不必担心悲剧和失去。\n我敢说你会成为这场战争中最宝贵的战力之一。
2439	哎呀，谢谢你。这对我意义重大。\n我很乐意尽我所能为反抗军效力。\n他们在那些隧道里的所作所为不可饶恕。
2440	是啊。要我说，我们也该让他们尝尝同样的滋味。\n我们会为你们所有人都能享受的未来而战。\n哪怕我们自己无法置身于那个未来。
2441	这看法可真是悲观，伊格纳斯。\n你知道，也许有办法拯救我们的心智。\n这场反抗已经证明了{i}一切{/i}皆有可能。
2442	是啊，你说得对。\n我们会挺过去的。
2443	那么那是什么感觉……？\n你知道的，当一具容器。
2444	和我们活着的时候没太大区别。\n只是脑子里多了些声音。很多声音。\n君主团指引着我们的每一个举动。很难解释清楚。
2445	他们被囚禁的怒火驱动着。\n我们内在的一切都在叫嚣着战斗、杀戮。\n到时候，我们会为这个世界而战。
2446	我们身上的伤口起初很疼。\n但就像白噪音一样，我们已将它屏蔽。\n现在只是每隔几分钟发作一次。
2447	那有多严重……？
2448	我们感受每一道伤口，仿佛新添的一般。\n几乎就像我们存在于生与死的边缘。\n我们的身体无法完全归属于任何一端。
2449	听起来太可怕了……
2450	是的，可怕。但也必要。\n有我们的相助，三人执政团必将覆灭。\n正义终将归于君主团。
2451	当我们能亲手带来那份正义时，这痛苦就值得了。\n我们将此视为恩赐，并会荣耀君主。\n若非君主的选择，我们不会活着战斗。
2452	我只希望能有办法让痛苦消失。\n你知道的，这场战争之后，你依然会受苦。
2453	会继续受苦的不止我们。\n这场战争留下的创伤也可以是情感上的。\n伤疤会萦绕在你们{i}所有{/i}人的心头。不止我们。
2454	是啊……
2455	那么那是什么感觉……？\n你知道的，当一具容器。
2456	和我们活着的时候没太大区别。\n只是脑子里多了些声音。很多声音。\n君主团指引着我们的每一个举动。
2457	他们被囚禁的怒火驱动着。\n我们内在的一切都在叫嚣着战斗、杀戮。\n到时候，我们会为这个世界而战。
2458	我们身上的伤口起初很疼。\n但就像白噪音一样，我们已将它屏蔽。\n现在只是每隔几分钟发作一次。
2459	那有多严重……？
2460	我们感受每一道伤口，仿佛新添的一般。\n几乎就像我们存在于生与死的边缘。\n我们的身体无法完全归属于任何一端。
2461	听起来太可怕了……
2462	是的，可怕。但也必要。\n有我们的相助，三人执政团必将覆灭。\n正义终将归于君主团。
2463	当我们能亲手带来那份正义时，这痛苦就值得了。\n我们将此视为恩赐，并会荣耀君主。\n若非君主的选择，我们不会活着战斗。
2464	我只希望能有办法让痛苦消失。\n你知道的，这场战争之后，你依然会受苦。
2465	会继续受苦的不止我们。\n这场战争留下的创伤也可以是情感上的。\n伤疤会萦绕在你们{i}所有{/i}人的心头。不止我们。
2466	是啊……
2467	所以我们可能得和乌尔里克交手？\n想想就挺可怕的，普洛。
2468	只有在[firstname]站到德雷库那边的情况下，瓦莱莎。\n那件事不发生的可能性还挺大的。\n不过，我很好奇德雷库会选谁当他的斗士。
2469	他的军队据说强大得惊人。\n他肯定能亲手挑选最强的阿拉林西亚人。\n不过我相信乌尔里克能应付。至少，我希望如此。
2470	这个嘛，德雷库不喜欢浪费自己的手下，记得吗？\n他有可能选一个外人，也就是{i}我们{/i}中的一员。\n维维安对他来说就像只虫子——轻易就能捏碎。
2471	所以到最后，我们要自相残杀……？\n这难道不该是场生死决斗吗？
2472	很刺激，不是吗？
2473	不，才不是！那意味着我们中会有人死去！
2474	也不尽然……
2475	嗯？
2476	只要斗士{i}或{/i}领袖倒下，比试就结束了。\n所以也可能以维维安或德雷库的死来收场。\n我猜，斗士的存在只是为了让场面更刺激。
2477	如果只有两位领袖，他们就只会互相厮杀。\n有两名斗士在，战斗的节奏才能不断变化。\n至少这样听起来更有意思。你需要{i}策略{/i}。
2478	看着两位领袖陷入没完没了的僵局会很无聊。\n斗士们和一小队士兵确实能让局面翻天覆地。\n这也能确保领袖们发挥出最佳状态。
2479	他们得提防{i}每一个{/i}方向，还得时刻保持戒备。\n这也正好向人们展示他们{i}究竟{/i}有多强。太疯狂了。\n德雷库从未败过，但乌尔里克或许还真有一拼之力。
2480	我觉得你有点没抓住我的重点，普洛……
2481	是吗？
2482	我不觉得维维安和德雷库是可以牺牲的。\n说到底，无论如何我们中都会有人死去。\n就算死的是他们中的一个，我也还是想尽量避免。
2483	那听起来你是站在维维安这边了。\n德雷库的死会是竞技场的最后一场死亡。\n在他的统治下，再也不会有这样的决斗。
2484	我知道你说得对，但没那么容易。\n就因为他想法不同，我们就得杀了他？\n没办法避免伤亡——我讨厌这一点。
2485	是啊，但不止是阿拉林西亚，瓦莱莎。\n整场战争都可以这么说。\n有时候，把别人看作“达到目的的手段”会更好。
2486	我永远做不到……
2487	很多人都有同感，相信我。\n但也许正因为如此，掌权的是三人执政团。\n如果我们想赢，就得开始换个角度看问题。
2488	如果我们必须违背自己的本心，那还算是真正的胜利吗……？\n我不知道，普洛。我想我需要一点独处的时间。
2489	当然。
2490	我不想看乌尔里克在竞技场里战斗……\n如果[firstname]站到德雷库那边，他可能会死。
2491	但他已准备好为信念赴死，福泰姆。\n没有比这更好的死法了。真正高尚的结局。
2492	说实话，我倒宁愿他的生命根本没有终点。\n我有种预感，这个选择最终会让我们分裂。\n我不想与乌尔里克为敌，也不想看他死去。
