7601	在那之后，我们只需要{i}这个{/i}。
7602	他举起一把匕首。正是他在竞技场用过的那把。{w}\n他把匕首刺向自己的手，武器的真实本质才显露出来。{w}\n刀刃没有刺穿他的手，而是缩进了匕首的握柄里。那是把假匕首。
7603	再加上一些混乱和演技，他们便会相信战斗已经结束。\n那场混乱，当然就是[firstname]使用刀刃的那一刻。\n我们推着你使用它，为的就是给自己创造机会。
7604	事情其实就是这么简单。\n在一切结束之前，你们谁都不能知道。\n一旦消息泄露，所有努力都会付诸东流。
7605	你们尽可以自由回到阿拉林西亚，但我们也许会留在后面。\n趁他们还没想明白之前脱身，对我们最有利。\n所以没错——新的同盟，最小的伤亡，还有一段精彩的故事。
7606	我得说这是一次全面的成功，你不觉得吗？
7607	是啊！我真不敢相信我们真的办到了。\n我觉得这说不定就是我的杰作。
7608	他们沉默地等待着我们的回应。{w}\n但他们的脸上洋溢着自豪。
7609	这计划看似简单，却绝对冒险。{w}\n我们踏进竞技场的那一刻，他们就身处真正的危险之中。{w}\n但这恰恰彰显了他们的决心。他们愿意为此赴死。
7610	然而，我总觉得有哪里不对劲。{w}\n一切都太完美，太顺理成章了。我说不准。
7611	乌尔里克竟然愿意抛弃一切……？{w}\n改变阿拉林西亚是他的梦想——他一直这么说。{w}\n站在普洛那边，放弃实现梦想的机会，这很奇怪。
7612	显然我有可能会站在薇薇安那边，但我没有。{w}\n我之后得找乌尔里克谈谈。这个故事{i}肯定{/i}还有内情。
7613	乌尔里克竟然愿意抛弃一切……？{w}\n我是说，我确实站在薇薇安那边，但那并非万无一失。{w}\n要是我站在德雷库那边，他就会失去改变阿拉林西亚的机会。
7614	这个故事{i}肯定{/i}还有别的内情。有些事他们没告诉我们。{w}\n我之后得私下跟他们谈谈。也许他们愿意向我吐露。
7615	但就目前而言，我并不太相信他们的说辞。{w}\n他们真的会为了一纸异国同盟而冒生命危险吗？{w}\n我的同伴们似乎深信不疑，对他们赞不绝口。
7616	这也许是我听过最酷的事了。\n我知道你是个骗子，普洛，但这太疯狂了。\n你在用自己的本事改写阿莱斯蒂亚的历史。
7617	还有乌尔里克，我从不知道你这么会演戏。\n你真是把我骗得团团转。我几乎不敢相信。\n我感觉有点不对劲，但没想到居然是{i}这个{/i}……？
7618	不得不说，这几乎让我自愧不如。\n那下一步呢……？现在就一帆风顺了吗？\n我想我们被抓到的几率应该很低。
7619	你最好告诉德雷库{i}真正{/i}发生了什么。\n我想他不会介意，至少这样他不会从别处得知。\n与此同时，我们得跟我们新的{i}囚犯{/i}谈谈。
7620	你最好告诉薇薇安{i}真正{/i}发生了什么。\n我想她不会介意，至少这样她不会从别处得知。\n与此同时，我们得跟我们新的{i}囚犯{/i}谈谈。
7621	好。那你去谈的时候，我来告诉他。\n不过我觉得我们也该好好休息一下了。\n今天休整一天，明早在这里碰头。
7622	如果你没意见的话，[firstname]？
7623	我点点头，告诉大家可以解散了。{w}\n所有人都跑开了，只有乌尔里克和普洛留下。{w}\n他们向我走来，神情焦虑。
7624	索维在禁闭室里，对吧……？\n我简直不敢相信他就这么投降了——就这样。
7625	我好像听到他说了什么内鬼……？\n我们去跟他谈谈吧，[firstname]。你理应得到答案。
7626	对。暂时让达梅克去讨好德雷库吧。\n但在我们去禁闭室之前，回头看看，[firstname]。\n这阵容开始像一支了不起的军队了，不是吗……？
7627	对。暂时让达梅克去讨好薇薇安吧。\n但在我们去禁闭室之前，回头看看，[firstname]。\n这阵容开始像一支了不起的军队了，不是吗……？
7628	我依言照做，发现至少有十几艘船与我们同行。{w}\n如果这就是我们新阿拉林西亚军队的实力，那我真是无话可说了。{w}\n那支舰队，加上我们自己的船队，还有我的刀刃，在巴尔泰乌斯确实有一战之力。
7629	但我不能让自己沉溺于虚假的安全感中。还有太多事要做。{w}\n而眼下，下一步就是跟索维谈谈。他究竟想要什么……？{w}\n乌尔里克和普洛“主动”要跟来这件事，也相当蹊跷。
7630	拼图开始各归其位，但仍有许多空白。{w}\n也许索维承诺的这个“情报”能以某种方式帮到我。{w}\n我们一起下到禁闭室，我希望能把这一切都弄清楚。
7631	毕竟，在进攻巴尔泰乌斯之前，我不能留下任何未解之谜。{w}\n而关在我们禁闭室里的，正是那个对我们敌人{i}无所不知{/i}的人。{w}\n如果我们能从他那里获取情报，那将是莫大的助力。
7632	我们走进禁闭室时，一个念头在我永不停歇的脑海中反复回响。
7633	有了我们刚刚得到的一切？我们真的有机会赢得这场战争了……
7634	禁闭室里一片漆黑，我们几乎什么都看不见。{w}\n直到眼睛适应过来，我们立刻看到了索维。{w}\n他挣脱了束缚，正吊在天花板的横梁上做引体向上。
7635	他吃力地闷哼着，注意到我们进来后便松手落到地上。{w}\n他朝我们走了几步，小心翼翼地不做出任何突然的动作。{w}\n普洛确认牢房门已关好上锁，这样他就无法从我们手里逃走。
7636	哎呀呀。我可没料到会来这么一大群人。\n我该感到受宠若惊，还是该担心自己的安危呢？
7637	这明显是想开个玩笑，但我们谁都没理会。{w}\n乌尔里克上前一步，要求我们的俘虏立刻给出答案。
7638	解释清楚，索维。\n我随时都能把你扔下船。
7639	又是这种敌意。\n听着，我其实都不太清楚自己为什么会在这里。\n只是在那种情况下，这么做感觉是对的。
7640	什么情况……？
7641	索维看了我一眼，不以为然地摇了摇头。
7642	还记得我们袭击你们在马泽奥的总部那次吗？\n我的目标是杀了你的朋友，取回刀刃。\n我两个目标都失败了，三人执政团因此惩罚了我。
7643	原来如此。
7644	这是真的。在那次短暂的交锋中，索维确实对我手下留情了。{w}\n我的命就攥在他手里，可他却选择逃走。{w}\n他触碰刀刃时看到了什么——我能看出来。
7645	如今既然我知道了灵界的真相，我想我明白他看到的是什么了。{w}\n王室。他一定看到了那个震撼我们所有人的真相。{w}\n我问他是不是这样，几乎确信自己是对的。随后他证实了。
7646	你说得对。我发现三人执政团一直在骗我。\n我放你一命，是因为我不确定接下来该怎么做。我至今仍不确定。\n我回到巴尔泰乌斯后，他们把我流放，以此惩罚我。
7647	你以为我们会相信这种鬼话……？\n索维，你不过是个没有思想的奴隶。\n君主能活下来，靠的是他的力量。
7648	你以为我们会相信这种鬼话……？\n索维，你不过是个没有思想的奴隶。\n君主能活下来，靠的是她的力量。
7649	我告诉乌尔里克，索维说的是实话。{w}\n我解释了我们在神像附近独处时发生的事。
7650	看到了吗，乌尔里克？你总是这么多疑。\n下结论之前先听听朋友的话。\n我有很多话要说，所以你最好学会重新信任我。
7651	别指望。
7652	他走开，站到旁边的角落里。{w}\n普洛察觉到机会，加入了谈话。
7653	那你想告诉我们什么……？\n在这里，你得自己挣得立足之地。\n乌尔里克说把你扔下船可不是开玩笑的。
7654	好吧，事情到这里就复杂了。\n我仍然把自己视为三人执政团的仆人。\n但哈林……？我最大的心愿就是看他倒台。
7655	我不是来伤害你们任何人的。这次不是。\n如你所见，虽然我挣脱了束缚，但我很守规矩。\n眼下，我能提供的只有协助你们进攻巴尔泰乌斯的情报。
7656	那你为什么想帮我们扳倒三人执政团……？
7657	这么做同时也意味着扳倒哈林。\n是他出卖了我，把我卷进了这摊浑水。
7658	好，那就假设我们扳倒了哈林。然后呢？\n你会官复原职当回审判官，然后反手捅我们一刀。
7659	你说得好像人就不能两面兼顾似的。\n不管怎样，我不知道。等时机到了我自会做出选择。
7660	那你怎么能这么轻松地说出这种话……？\n你为三人执政团效力了一辈子。
7661	不。不是一辈子。\n在我年幼又破碎的时候，他们张开双臂接纳了我。\n而如今，他们却在制造那些他们曾承诺要治愈的伤口。
7662	这话我该听懂吗？
7663	不，因为连{i}我{/i}自己都几乎理不清。\n好了普洛，你能让我把要说的话说完吗？
7664	行。
7665	索维叹了口气，抱起双臂。
7666	如果你想扳倒三人执政团，就必须进入他们的内殿。\n我从没见过他们离开那里，也不认为他们会有离开的一天。\n我一直以为他们是在躲藏，但我觉得并非如此。
7667	他们内殿的深处有样东西。有些“不对劲”。\n它像是灵界神像，但我光是看到它就满心恐惧。\n我不确定它是什么，但我有几个猜测。
7668	我震惊了。他居然说的是实话。{w}\n我在关于三人执政团的幻象里见过这座“神像”。{w}\n这难道是真的？他是在怀疑他的主人吗……？
7669	我觉得那也许是他们力量的源泉。\n但我大概猜错了，最近似乎总是这样。\n不管怎样，摧毁它应该是你们的头等大事。
7670	这与我幻象中被告知的内容吻合。{w}\n但我当时不确定那些幻象是不是骗局。{w}\n在幻象里，我被这座特殊的“神像”所吸引。
7671	在他们自己的内殿里放一座灵界神像……？\n可那些是王室的媒介。\n他们把它留在身边，这完全说不通。
7672	他们的主要目标就是{i}摧毁{/i}所有神像。\n想得美，这些我一个字都不信。\n我们走，[firstname]。到马泽奥就把他甩掉。
7673	普洛和乌尔里克正要离开，但我叫住了他们。{w}\n我告诉他们，索维说的是实话，尽管听起来很古怪。{w}\n在我关于三人执政团内殿的几次幻象中，我见过同一座神像。
7674	三人执政团内殿的幻象……？
7675	你打算什么时候才告诉我们这些……？
7676	索维嗤笑一声，显然被他们的反应逗乐了。
7677	我还没说完。
7678	我们的注意力又回到了他身上。
7679	我建议你们的进攻重点放在进入他们的内殿上。\n在那里，你们既能扳倒他们，也能摧毁这座“黑暗神像”。\n但你们必须一路杀过哈林才行。
7680	而这就是我下一条情报的由来。\n哈林看起来和你我没什么两样——但他不是。\n三人执政团用那把刀刃创造了他。
7681	什么……？
