# strings chunk 0002  entries 401-800 of 1253
# seq	file	key	target
401	script	{image=icons/651.png} \"Keep it. Honor her memory, and her life.\"	{image=icons/651.png} “留下它。纪念她的记忆，她的一生。”
402	script	{image=icons/651.png} \"Leave it. Move on from these painful memories.\"	{image=icons/651.png} “放下它。从这些痛苦的回忆中走出来。”
403	script	{image=icons/651.png} \"Complicated? What do you mean?\"	{image=icons/651.png} “复杂？你是什么意思？”
404	script	{image=icons/651.png} \"Plan...? What plan?\"	{image=icons/651.png} “计划……？什么计划？”
405	script	{image=icons/651.png} \"Please tell me what you're thinking, Howl.\"	{image=icons/651.png} “请告诉我你在想什么，豪尔。”
406	script	{image=icons/651.png} \"What do you mean by clockwork?\"	{image=icons/651.png} “你说的发条装置是什么意思？”
407	script	{image=icons/651.png} \"Perhaps you could start making sense to me, then?\"	{image=icons/651.png} “那也许你可以开始跟我讲得清楚些？”
408	script	{image=icons/651.png} \"Cycles? Directions? Please explain.\"	{image=icons/651.png} “循环？方向？请解释一下。”
409	script	{image=icons/651.png} \"What do you mean?\"	{image=icons/651.png} “你是什么意思？”
410	script	{image=icons/651.png} \"I don't know. It's all too extravagant to be true.\"	{image=icons/651.png} “我不知道。这一切太过离奇，不像是真的。”
411	script	{image=icons/651.png} \"I believe you, Howl. It makes everything seem more clear.\"	{image=icons/651.png} “我相信你，豪尔。这让一切都显得更清晰了。”
412	script	{image=icons/651.png} \"Yes, Sovy. I trust you now. You've earned it.\"	{image=icons/651.png} “是的，索维。我现在相信你。你赢得了这份信任。”
413	script	{image=icons/651.png} \"I don't know, Sovy. Something still feels off.\"	{image=icons/651.png} “我不知道，索维。总觉得有些不对劲。”
414	script	Travel back to the city gates?	返回城门？
415	script	Travel to the castle?	前往城堡？
416	script	Enter the coliseum area?	进入竞技场区域？
417	script	{image=icons/651.png} \"Do you think Drakeor is leading us into a trap?\"	{image=icons/651.png} “你觉得德雷克尔是在引我们入陷阱吗？”
418	script	{image=icons/651.png} \"What did he mean by the 'Ulric of legend'?\"	{image=icons/651.png} “他说‘传说中的乌尔里克’是什么意思？”
419	script	{image=icons/651.png} \"How did you {i}actually{/i} get those tattoos?\"	{image=icons/651.png} “你{i}究竟{/i}是怎么得到那些纹身的？”
420	script	{image=icons/651.png} \"What have you and Pro been talking about?\"\"	{image=icons/651.png} “你和普洛都在聊些什么？”
421	script	{image=icons/651.png} \"Anything notable in the town square?\"	{image=icons/651.png} “城镇广场有什么值得注意的吗？”
422	script	{image=icons/651.png} \"Champions of The Rebellion — my family — it is our time to be heard...\"	{image=icons/651.png} “反抗军的捍卫者们——我的家人——该是我们发声的时候了……”
423	script	{image=icons/651.png} \"We stand here today, as harbingers of justice. Through us, it is time for The Monarchy to speak...\"	{image=icons/651.png} “今天我们站在这里，作为正义的先驱。透过我们，该是让王权发声的时候了……”
424	script	{image=icons/651.png} \"...and it is time for our enemy to realize that they are wrong. Never again will our homes be seized.\"	{image=icons/651.png} “……该是让我们的敌人意识到他们错了的时候了。我们的家园再也不会被夺走。”
425	script	{image=icons/651.png} ...and it is time for our enemy to realize that we will stop at {i}nothing{/i} to see them fall.\"	{image=icons/651.png} ...该是让我们的敌人意识到，为了看到他们倒下，我们将{i}不惜一切{/i}。
426	script	{image=icons/651.png} \"This journey could have easily compromised us, and forced us to do unspeakable things...\"	{image=icons/651.png} “这段旅程本可能轻易地让我们妥协，迫使我们做出无法言说的事……”
427	script	{image=icons/651.png} \"...but we can rest easy knowing that we've clung to our values and traditions. We are {i}better{/i} than them.\"	{image=icons/651.png} “……但我们可以安心，因为我们坚守了自己的价值观和传统。我们比他们{i}更优秀{/i}。”
428	script	{image=icons/651.png} \"The roads of this journey have been paved with compromise, and change...\"	{image=icons/651.png} “这段旅程的道路由妥协与改变铺就……”
429	script	{image=icons/651.png} \"...but they have been {i}our{/i} changes. We do not conform to their idea of purity, and perfection.\"	{image=icons/651.png} “……但那是{i}我们{/i}的改变。我们不会迎合他们所谓的纯洁与完美。”
430	script	{image=icons/651.png} \"And that is exactly why we will win.\"	{image=icons/651.png} “而这正是我们会获胜的原因。”
431	script	{image=icons/651.png} \"We will leave behind a world of freedom. We will embrace everybody who has been wrongfully oppressed.\"	{image=icons/651.png} “我们将留下一个自由的世界。我们将拥抱每一个被不公正压迫的人。”
432	script	{image=icons/651.png} \"Everybody will have a place to call home in our new world. Everybody will live as they please.\"	{image=icons/651.png} “在我们的新世界里，每个人都将有一个可以称为家的地方。每个人都能按自己的意愿生活。”
433	script	{image=icons/651.png} \"Put simply — we will give hope to those who have found their own was stolen.\"	{image=icons/651.png} “简单来说——我们将给那些希望被夺走的人以希望。”
434	script	{image=icons/651.png} \"Due to The Triumvirate's rule — that number is far too high. But it ends {i}now{/i}.\"	{image=icons/651.png} “由于三人执政团的统治——这个数字实在太高了。但它{i}现在{/i}就结束了。”
435	script	{image=icons/651.png} \"No longer will victims find themselves blinded by revenge.\"	{image=icons/651.png} “受害者再也不会被复仇蒙蔽双眼。”
436	script	{image=icons/651.png} \"No longer will servants find themselves lost to a quest for redemption.\"	{image=icons/651.png} “仆从再也不会迷失于寻求救赎的途中。”
437	script	{image=icons/651.png} \"We have more power than any group of people who have ever spoken up against The Triumvirate.\"	{image=icons/651.png} “我们拥有的力量，超过任何曾公开反抗三人执政团的群体。”
438	script	{image=icons/651.png} \"Unbreakable like our will — we have vessels containing spirits of The Monarchy.\"	{image=icons/651.png} “如我们的意志般坚不可摧——我们拥有承载王权之灵的容器。”
439	script	{image=icons/651.png} \"We no longer fight for ourselves. We fight for a lost civilization. This is why we're unstoppable.\"	{image=icons/651.png} “我们不再为自己而战。我们为一个失落的文明而战。这就是我们势不可挡的原因。”
440	script	{image=icons/651.png} \"With visions just like my own, we have an army of Seers willing to fight for us.\"	{image=icons/651.png} “拥有与我相同的幻象，我们有一支愿意为我们而战的先知大军。”
441	script	{image=icons/651.png} \"Able to see the future — and every move the enemy can make — we will be unstoppable.\"	{image=icons/651.png} “能够预见未来——以及敌人的每一步行动——我们将势不可挡。”
442	script	{image=icons/651.png} \"But most importantly — we have this.\"	{image=icons/651.png} “但最重要的是——我们拥有这个。”
443	script	{image=icons/651.png} \"Using this blade, I will create a world just like Salus had always envisioned.\"	{image=icons/651.png} “用这把剑，我将创造一个萨卢斯一直所构想的世界。”
444	script	{image=icons/651.png} Using this blade, I will secure a future that would make The Monarchy proud.\"	{image=icons/651.png} 用这把剑，我将确保一个足以让王权骄傲的未来。
445	script	{image=icons/651.png} \"Not everybody will see eye-to-eye with our vision. But that is {i}fine{/i}.\"	{image=icons/651.png} “不是每个人都会认同我们的愿景。但这{i}没关系{/i}。”
446	script	{image=icons/651.png} \"We will never force anybody over to our way of thinking. We will never rule through fear.\"	{image=icons/651.png} “我们永远不会强迫任何人接受我们的想法。我们永远不会通过恐惧来统治。”
447	script	{image=icons/651.png} \"When this is all over, we will live in a united world. We will stand together — strong.\"	{image=icons/651.png} “当这一切结束时，我们将生活在一个统一的世界。我们将团结一致——强大。”
448	script	{image=icons/651.png} \"Everybody will have a voice, and together we will find harmony. We will find peace.\"	{image=icons/651.png} “每个人都将有发声的机会，我们将共同找到和谐。我们将找到和平。”
449	script	{image=icons/651.png} \"For The Rebellion!\"	{image=icons/651.png} “为了反抗军！”
450	script	{image=icons/651.png} \"For The Monarchy!\"	{image=icons/651.png} “为了王权！”
451	script	{image=icons/651.png} [[Kill Shane]	{image=icons/651.png} [[杀死肖恩]
452	script	{image=icons/651.png} [[Incapacitate Shane]	{image=icons/651.png} [[制服肖恩]
453	script	Would you like to continue the journey...?	你想继续这段旅程吗……？
454	script	Would you like to end the journey...?	你想结束这段旅程吗……？
455	script	Spend some final time with Valessa?	与瓦莱莎共度最后的时光？
456	script	Spend some final time with Fortaime?	与福泰姆共度最后的时光？
457	script	Spend some final time with Pro?	与普洛共度最后的时光？
458	script	Spend some final time with Ulric?	与乌尔里克共度最后的时光？
459	script	Spend some final time with Damek?	与达梅克共度最后的时光？
460	script	Spend some final time with Howl?	与豪尔共度最后的时光？
461	script	Spend some final time with Sovy?	与索维共度最后的时光？
462	script	What should I do...!?	我该怎么办……！？
463	script	{image=icons/651.png} [[Kill Halin]	{image=icons/651.png} [[杀死哈林]
464	script	{image=icons/651.png} [[Liberate Halin]	{image=icons/651.png} [[解放哈林]
465	script	{image=icons/651.png} \"Who are you...?\"	{image=icons/651.png} “你是谁……？”
466	script	{image=icons/651.png} Where did the blade come from, exactly...?\"	{image=icons/651.png} 这把剑究竟从何而来……？
467	script	{image=icons/651.png} \"Why are you doing this to Alestia...?\"	{image=icons/651.png} “你为什么要这样对待阿莱斯蒂亚……？”
468	script	{image=icons/651.png} \"So why did you imprison The Monarchy...?\"	{image=icons/651.png} “那你为什么要囚禁王权……？”
469	script	{image=icons/651.png} \"Why have I been having visions of this room...?\"	{image=icons/651.png} “为什么我一直看到这个房间的幻象……？”
470	script	[[More]	[[更多]
471	script	{image=icons/651.png} \"What makes me so special...?\"	{image=icons/651.png} “我为什么如此特别……？”
