1636	酒馆对我没什么吸引力，[firstname]。\n我无意冒犯——但我会在外面等着。\n不是要催你休息什么的，你确实该好好歇歇。
1671	哦？一个同伙……？\n我还真没想过这个。\n我想这{i}或许{/i}能让事情稍微轻松些。
1670	你知道，他们都各有作息和工作。\n我这套早已摸得滚瓜烂熟，绝不会被抓到。\n源源不断的，就是一条又一条劲爆的秘密。
1740	说实话，也没什么更多好说的了。\n我是个夹在两个世界之间的人，这很复杂。\n故乡带来的习惯，很难摆脱。
! 1761 经核不改：现译已是“格瑞兹的公事房”，公事房术语已落实
! 1799 经核不改：现译已是“格瑞兹的公事房就在楼梯顶端”，无需再改
1801	早就听闻不少你的事，[firstname]。\n终于能亲自见到你，真高兴。
! 1806 经核不改：现译已是“这间公事房里的人都知道”，公事房术语已落实
1826	你们结束后，格瑞兹会向我做个交代。\n我知道你们忙，所以这之后就直接上路吧。\n要做的事很多，时间却很少，对吧？
! 1830 经核不改：现译已是“通往格瑞兹公事房的门”，公事房术语已落实
1833	似乎是一堆关于即将到来的货运的文件。\n是格瑞兹与马泽奥船行之间的往来信件。\n那些文件下面，是格瑞兹与三人执政团之间的信件。
1834	嘿，离那儿远点！\n那些文件不是给你看的。\n那是天大的机密，只有市长才能看！
1864	为了这些东西，她往常没少在背后捅刀。\n但现在她有机会仅靠{i}帮助{/i}格瑞兹就能得到。
1867	好！多谢告知！
! 1872 经核不改：现译已是“我们一同走进公事房”，公事房术语已落实
! 1885 经核不改：现译已是“感谢各位来到我的公事房”，公事房术语已落实
1906	他希望解除对马泽奥的贸易禁令。\n若此事办成，所有海盗都得在马泽奥船行谋份差事。\n海盗将不复存在，马泽奥将变成一个“自由贸易”的国度。
1919	海盗将被公开赦免，不再遭受排斥。\n他们将在马泽奥船行内谋得差事。\n我们的主顾、货物和贸易航线也将一并延续。
1922	我能献上另外的百分之{i}六十五{/i}。\n我想这让我比亚历克斯高出一筹。
! 1965 经核不改：现译已是“格瑞兹的公事房似乎俯瞰码头”，公事房术语已落实
! 1968 经核不改：现译已是“你知道，这是我的公事房”，公事房术语已落实
1686	这才对嘛！这会是我几个月来最大的一票。\n我今晚就把它办妥，然后回总部房间里庆祝。\n欢迎你来找我，我很乐意陪你消磨些时光。
1727	我想我暂时不逗你了。\n其实，我只是想看看你能喝多少。\n这是个不错的考验，很能看出一个人的品性；而你通过了。
1849	那也许我们很快就能弄清楚了。\n不管那里面有什么知识，我们都有权知道。\n我相信战争结束后，达梅克会向所有人敞开它的大门。
1912	作为交换，她能提供马泽奥海盗总数约百分之六十五的力量。\n其中有一支庞大的船队，让亚历克斯的条件显得微不足道。\n两份条件有一个共同点：海盗的犯罪记录都将被抹去。
