dialogue_0016.tsv	6002	术语	你袭击黑暗灵像的举动，似乎影响到了那些人造先知。\n仿佛在最需要的时刻献出了自己的力量，他们体内的能量就此消散。\n当战火平息，他们不再被幻象折磨，心智恢复了健全。	Created Seers 在本批次既定译名为“人造先知”。
dialogue_0016.tsv	6003	术语	人们举行了一场小小的仪式，悼念并致敬你那些人造先知的牺牲。\n尽管他们在阿莱斯蒂亚的生命很短暂——但他们的成就已足以被誉为英雄。\n但许多人不禁想，若他们活下来会怎样。他们的心智还能被拯救吗？	Created Seers 在本批次既定译名为“人造先知”。
dialogue_0016.tsv	6005	语气	马泽奥航运公司根本无法与这些身怀绝技的人抗衡。\n游走于犯罪生涯所练就的谨慎与迅捷，让她的人马占尽优势。\n她最终积攒下足够的财富买下了这家公司，从此独霸整个行业。	独白中的“团队”过于职场化，改为更适合海盗语境的“人马”。
dialogue_0016.tsv	6073	语气	我告诉她，我没打算去任何地方。{w}\n无论接下来发生什么，我们都会共同面对。{w}\n我们走了这么远，不是为了在最后殒命。	独白中的“团队”过于职场化，改为自然的“共同面对”。
dialogue_0016.tsv	6161	语气	我们同在一条船上。遇到困难，我们不会逃避。{w}\n我们会坚强地并肩而立，共同应对。这才是我真正想要的。	“团队”过于职场化，同时补回原文中的“我”。
dialogue_0016.tsv	6183	误译	所以我此刻就赦免他。{w}\n在决战黎明到来之际，他已成为一个全新的人。{w}\n不再是骗子，而是新王权值得信赖的臣仆。	“dawn”指黎明，不是前夜。
dialogue_0016.tsv	6195	其他	可问题就在这儿。原谅不该来得这么轻易。\n等你坐上王座，你得学会如何惩罚。\n我对你撒了谎。我伤害了你。我不配得到你的原谅。	“不该配得上”是否定错误，语义正好相反。
dialogue_0016.tsv	6208	其他	谢谢你，[firstname]。\n我就知道你足够坚强，能做出艰难的抉择。\n从我们相识起，我在你身上看到的只有一位能干的统治者。	“有足够坚强”缺少搭配，补全为“足够坚强”。
dialogue_0016.tsv	6214	其他	有些人追寻爱情，仿佛它能让自己变得完整。\n但把这样的重担加在别人身上是不对的。\n我觉得，只有先学会爱自己，你才能真正享受爱情。	“只有当先”语序病句，改为“只有先”。
dialogue_0016.tsv	6255	其他	如果你留着它，就得承担依赖它力量的风险。\n我不想看到那会把你变成什么样，[firstname]。\n尤其是，如果那股力量会{i}像影响我们的敌人那样{/i}影响你。	原句结尾残缺且“重演”搭配不当，改为完整条件句。
dialogue_0016.tsv	6295	语气	然而，这不是真的。他的心智已被扭曲得无法修复。\n但许多士兵开始动摇了。万一他说的是真的呢？\n他们能否在最后关头倒戈，以此保住自己的性命？	对话层禁用文言连接词“从而”。
dialogue_0016.tsv	6302	其他	我点了点头。我看不出自己短期内会堕落到敌人那种地步。	“会有很快”语序病句，改为“短期内会”。
dialogue_0016.tsv	6316	误译	我不知道该如何回应他对我的请求。{w}\n他想让我将王权一族彻底灭绝？{w}\n这一切发生得太快，我不确定该如何回应。	“mass genocide”是种族灭绝，不只是“大屠杀”。
dialogue_0016.tsv	6344	误译	而且看来，两个群体都不在乎自己付出了什么代价。\n但无法确定王权究竟是在何时被囚禁的。\n这些书大多采用一种我无法解读的纪年方式。	原文是“书采用某种纪年方式”，不是书里存在许多日期标示方式。
dialogue_0016.tsv	6384	误译	我们走近吧台。我以为乌尔里克会去打听薇薇安。{w}\n我连德雷克的人影都没看到。我环顾四周，注意到许多目光落在我们身上。{w}\n我内心开始怀疑，这{i}是不是{/i}个陷阱。总觉得有些不对劲。	此处 source 是 Drakeor，应译“德雷克”，原译误成德雷库。
dialogue_0016.tsv	6396	术语	还没等他说下去，德雷克从我们身后悄悄出现。	Drakeor 的既定译名是“德雷克”。
dialogue_0017.tsv	6412	其他	好像是吧。不过别说得太大声。\n我总觉得，这可不是什么众所周知的事。	“人尽都知的事”搭配不自然，改为常用表达。
dialogue_0017.tsv	6444	其他	等他向民众致辞后，我就会动手。\n你们务必到场。那会在王座厅举行。\n只是，别做错选择，[firstname]。站到我这边来。	“一向民众致辞”是错字，应为“向民众致辞”。
dialogue_0017.tsv	6453	语气	酒馆敞开着，我能看到外面的景象。{w}\n和集市连在一起，这主意真是太妙了。{w}\n人们进进出出，就像这是日常生活的一部分。	独白中出现禁用的网络口语“绝了”。
dialogue_0017.tsv	6606	术语	等你回到大陆，乌尔里克的忠诚剧情就会解锁。{w}\n忠诚剧情解锁时，游戏会通知你。{w}\n解锁之后——你可以前往作战桌查看。	War Table 的统一译名为“作战桌”。
dialogue_0017.tsv	6617	语气	对，对。当然。\n那怎么办，我们就这么直接走进去？\n我没看到任何卫兵，也没看到守卫。	“安保”过于现代，奇幻语境改用“守卫”。
