dialogue_0021.tsv	8045	其他	多少有一点。	原译“只有一部分是”生硬，按省略回答改为自然口语。
dialogue_0021.tsv	8065	术语	当然，师父。	Halin 对 Sovy 的称呼应与其他行的“师父”统一。
dialogue_0021.tsv	8074	术语	处理好你的私人问题，师父。\n我不在乎是什么问题。把它们解决掉就行。\n记住，我很可能和你一样会被斥责。	Halin 对 Sovy 的称呼应与角色关系及全篇译法一致。
dialogue_0021.tsv	8082	术语	哦，抱歉——习惯了。\n我们只是在商量该跟几位主上说什么。\n虽然我们确实打击了反抗军，但我们没能达成目标。	Sovy 所称 Masters 指三人执政团，应与“主上”口径统一。
dialogue_0021.tsv	8162	术语	我们不能变成我们想要推翻的敌人。\n你的想法需要重新审视，达梅克。\n你或许会说这是“达成目的的手段”，但三人执政团也一样。	“means to an end”已有固定译法，不应改成“为达目的不择手段”。
dialogue_0021.tsv	8181	其他	是啊，我也一样。短暂的闪念。\n但我看到了一座斗兽场，还有一场激烈的搏斗。\n我想你们这趟行程中会有一场战斗。	“此行的期间”语序生硬，改为自然的行程表达。
dialogue_0021.tsv	8367	术语	他走向教堂后方的灵像。{w}\n他双手一拍，抖掉手上的灰尘。	spirit idol 全篇统一为“灵像”。
dialogue_0021.tsv	8368	术语	这是马泽奥的灵像。\n至少我们以前是这么以为的，直到最近。	spirit idol 全篇统一为“灵像”。
dialogue_0021.tsv	8400	其他	哇，别那么吃惊——你会让我伤心的。	“你会伤到我的”语意含混，原文指情感受伤。
dialogue_0022.tsv	8444	误译	别担心，我还是会让你去见达梅克和反抗军的。\n只是——我为你准备了{i}不一样{/i}的东西。\n一个“回敬他”的机会，如果你愿意的话。	带引号的 pay him back 指报复，“回报”容易误解为感谢。
dialogue_0022.tsv	8487	其他	母亲当机立断，做了一件冒险的事。\n哪里是他们绝不会去找幸存者的地方……？\n没错。就在尸体堆里。被盖住，被压着。	“做了一个冒险的判断”不合中文搭配，应为当机立断的决定。
dialogue_0022.tsv	8521	术语	这和瓦利诺斯之外的人说法一致。\n我们只是迷信，又住在一个特别的地方。\n君主国给我们的只是幻象，仅此而已。	The Monarchy 是势力专名，全篇统一为“君主国”。
dialogue_0022.tsv	8524	其他	至少，这会让身为长老的我治理瓦利诺斯轻松许多。\n我必须处理的那个大问题——被彻底消除了。\n再好不过了。简直像是众灵最后的礼物。	“我的瓦利诺斯领导工作”生硬，需按身份和动作重写。
dialogue_0022.tsv	8530	误译	它们可以调节，所以你怎么都能戴！\n你不用再找落脚点了，落脚点可以自己造出来！\n只要你力气够，没什么是你爬不上去的，君主。	原文指自行制造落脚点，不是造出攀爬装备。
dialogue_0022.tsv	8538	其他	我想我很久没见他这么兴奋过了。{w}\n有那么一刻，感觉我所有的烦恼都被冲刷掉了。{w}\n它们滑入大海，化作轻柔的涟漪。	“化作不过是温柔的涟漪”是病句，且“温柔”不修饰涟漪。
dialogue_0022.tsv	8547	其他	抱歉我一直在唠叨，不过是啊，也没别的事可做。\n我敢打赌其他人能让你保持更久的兴趣。\n但你走之前，我只想问你{i}一个{/i}问题。	“让你更久地提起兴趣”搭配不自然。
dialogue_0022.tsv	8563	术语	返回大陆后，福泰姆的忠诚剧情将解锁。{w}\n当你可以使用忠诚剧情系统时，游戏会通知你。{w}\n在作战桌上点击该角色即可触发忠诚剧情。	War Table 应与既有“作战桌”译法统一。
dialogue_0022.tsv	8568	其他	逆境也得尽量利用，对吧？\n我这只握剑的手，可算能迎来一场真正的挑战了。\n你呢，[firstname]？期待吗？	sword arm 指持剑作战的手臂，“舞剑的手臂”语义偏了。
dialogue_0022.tsv	8585	其他	记住我为{i}你{/i}和反抗军做过的事。\n不管你听到关于我或我过去的什么？请别评判我。\n我不会因为你的过去评判你，所以我也期望你能同样对我。	强调标签误罩在“和”上，应保留原文对 you 的强调。
dialogue_0022.tsv	8588	误译	尤其难开口，因为我们现在算是“在一起”了。\n这个词形容我们合适吗？我也不太清楚。\n鉴于我们在马泽奥做过的事，我想这说法还算稳妥。	“有牵连”在中文里近似涉案，不符合恋爱关系语境。
dialogue_0022.tsv	8594	语气	他又给了我一个标志性的坏笑。{w}\n我感觉他确实把酒精当作社交的拐杖。{w}\n他喝过酒后开放活泼得多。这算坏事吗？	独白禁用网络口语“上头”，需改成中性表达。
dialogue_0022.tsv	8619	其他	我能看出她心里肯定还有别的事。{w}\n但我不能逼她开口，所以我默默站着。{w}\n只要她愿意说，我随时都愿意听。	“我的耳朵为她敞开”是英文直译，不符合中文独白习惯。
dialogue_0022.tsv	8628	术语	但他们是杀人犯。他们违法。他们掠夺。\n他们是三人执政团发动“占领”的原因之一。\n我知道你要说什么。“他们想要灵像”。海盗只是幌子。	此处 idol 指灵像，不能译成“偶像”。
dialogue_0022.tsv	8663	术语	他轻笑一声，双手枕在脑后，向后躺下。{w}\n随着这个发现在我脑中慢慢消化，我的心跳得飞快。{w}\n君主国给我的最后一段幻象，是普洛背叛我们所有人……？	The Monarchy 是势力专名，全篇统一为“君主国”。
dialogue_0022.tsv	8678	误译	他们为什么恨我……？\n他们为什么像扔垃圾一样把我扔掉？\n如果他们不曾以我为傲，那他们现在会以我为傲吗……？	原译漏掉“现在是否会以我为傲”的完整语义。
