dialogue_0011.tsv	4102	其他	可他看起来那么悲伤……\n就像——我怎么知道你说的是真的？\n脸上的神情往往比言语更能说明问题。	“一张脸上的表情，能说的话”主语搭配不当，改为自然表达。
dialogue_0011.tsv	4128	误译	他们想把我的正义感拉拢到他们一方。\n但我不再为我的家乡而战。我为整个阿莱斯提亚而战。\n我向他们立下誓言——永远为这个世界的统治者而战。	原文主语是索维本人的正义感，译文误写成“他们的渴望”。
dialogue_0011.tsv	4191	误译	哇，那可真酷。\n不知道我能找到些什么！	“I wonder”在此表示好奇、想知道，并非“我想想”。
dialogue_0011.tsv	4246	误译	我们觉得你该歇一歇，所以就动手了。\n你的精力最好留到我们抵达巴尔泰乌斯时再用。\n你不必操心物资补给或船上的人手。	“until we reach”是保留到抵达时，译文“抵达之前”改变了时间含义。
dialogue_0011.tsv	4292	误译	我朝他们走去，想看看发生了什么，却立刻被同伴们打断。{w}\n他们高兴看到我上了船，随即和我拥抱寒暄了一番。他们看起来很兴奋。{w}\n也许他们是真的兴奋。又或者，他们是在演戏，掩饰自己的恐惧。	交流拥抱的对象是刚上船的主角，译文“互相拥抱”把主角排除在外。
dialogue_0012.tsv	4414	误译	我一到甲板，就明白为什么需要我了。{w}\n远处，一支属于三人执政团的舰队正与我们相对。{w}\n他们很远——但距离还没远到看不清荣誉卫队铠甲的光泽。	原译把“尚未远到看不清”误写成“远到能遮住光泽”，逻辑相反且搭配不当。
dialogue_0012.tsv	4433	语气	亚历克斯跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互通消息。	“沟通”是现代职场式用词，独白改用更自然的“互通消息”。
dialogue_0012.tsv	4446	语气	娜达跑开，爬上了船上的网绳。{w}\n我望向其他船只，海盗们也开始做同样的事。{w}\n他们简直像有一套完整的语言，能在远距离互通消息。	“沟通”是现代职场式用词，独白改用更自然的“互通消息”。
dialogue_0012.tsv	4529	误译	我曾因占领而受伤，我想战斗。\n但我意识到那只是我的贪念，毫无意义。\n重要的不是我的幸福或满足，而是这个世界的幸福与满足。	原句是对比“我的幸福满足”与“世界的幸福满足”，译文末句缺少所比较的对象。
dialogue_0012.tsv	4537	其他	随着他越发绝望和愤怒，我决定采取行动。{w}\n我让他占上风，然后侧身一闪，避开了他接下来的挥砍。	“压过我”不是自然的中文表达，改为“让他占上风”。
dialogue_0012.tsv	4571	其他	还有少数人我们尚未找到，他们就在其中。\n但我们确信他们还活着。我们没找到他们的遗体。\n许多人被冲上岸——都是海战的伤亡者。	原句复数人物与“之一”冲突，应明确他们属于少数失联者。
dialogue_0013.tsv	4816	术语	又或者这是个坏兆头，达梅克。\n也许我们的敌人有能力伤害阿莱斯蒂亚本身。\n你觉得我们要怎么对抗这样的对手？	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。
dialogue_0013.tsv	4819	术语	没人知道该如何回应豪尔，随之而来的是尴尬的沉默。{w}\n但接着我们意识到，那确实是一片沉寂。这令人不安。{w}\n先前的战斗结束了——可人造先知们赢了吗？	Created Seers 在本批次既定译名为“人造先知”。
dialogue_0013.tsv	4854	术语	我写下关于三人执政团的文字，并四处传播。\n我让他们看起来像神。仿佛他们是这个世界的创造者。\n当新的生命在阿莱斯蒂亚诞生时，他们发现了我的文字，对每一个字都深信不疑。	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。
dialogue_0013.tsv	4921	术语	我看见达梅克在和那些人造先知握手。{w}\n很好。他们帮我们拿下了图书馆——而且活了下来。{w}\n守住城镇广场，他们会是宝贵的战力。	Created Seers 在本批次既定译名为“人造先知”。
