strings_0001.tsv	1	术语	{image=icons/819.png} “我是女先知……”	“Seeress”特指女性先知，应与“Seer”区分。
strings_0001.tsv	55	标点	{image=icons/651.png} “这算哪门子的‘峰会’？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。
strings_0001.tsv	69	标点	{image=icons/651.png} “那你的‘血亲’家庭怎么了？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。
strings_0001.tsv	84	标点	{image=icons/656.png} [[玩笑] “闻你身上的味儿，今天是‘不洗澡日’。”	外层对话引号内应使用单引号，避免嵌套双引号混淆。
strings_0001.tsv	85	标点	{image=icons/583.png} [[调情] “你在这儿，那今天是‘帅哥日’吗？”	外层对话引号内应使用单引号，避免嵌套双引号混淆。
strings_0001.tsv	99	标点	{image=icons/651.png} “你空闲时间都做些什么？”	原译文缺少对话引号，与相邻选项格式不一致。
strings_0001.tsv	133	标点	{image=icons/651.png} [[我相信东冠有什么重要的东西]	界面选项不应带句末句号。
strings_0001.tsv	134	标点	{image=icons/651.png} [[我不相信东冠有什么重要用途]	界面选项不应带句末句号。
strings_0001.tsv	140	标点	{image=icons/583.png} [[拥抱并安慰他]	界面选项不应带句末句号。
strings_0001.tsv	141	标点	{image=icons/580.png} [[让他自己寻找内心的力量]	界面选项不应带句末句号。
strings_0001.tsv	199	语气	{image=icons/651.png} “反抗军搬进地下隧道前驻扎在哪里？”	原译“在那些地下隧道之前”指代不清，改为自然的先后关系。
strings_0001.tsv	250	语气	{image=icons/651.png} “你有我们决战的详细策略吗？”	原译语序生硬；原文是在询问是否有详细作战方案。
strings_0001.tsv	268	标点	{image=icons/583.png} [[以浪漫的心意把它们送出去]	界面选项不应带句末句号。
strings_0001.tsv	269	标点	{image=icons/580.png} [[不要买]	界面选项不应带句末句号。
strings_0001.tsv	290	标点	{image=icons/651.png} [[指向写着亚历克斯要求的纸]	界面选项不应带句末句号。
strings_0001.tsv	291	标点	{image=icons/651.png} [[指向写着娜达要求的纸]	界面选项不应带句末句号。
strings_0001.tsv	371	标点	{image=icons/651.png} [[让格瑞兹牺牲自己]	界面选项不应带句末句号。
