801	{image=icons/651.png} \"听起来真棒，希望我们会去参加！\"
802	{image=icons/651.png} \"福泰姆，愿意和我跳支舞吗？\"
803	{image=icons/651.png} \"好啊，我很乐意。\"
804	{image=icons/651.png} \"你说得对。让我考虑一下。\"
805	{image=icons/651.png} \"和福泰姆共事是什么感觉？\"
806	{image=icons/651.png} \"你们都准备好参加仪式了吗？\"
807	{image=icons/651.png} \"能跟我讲讲佩雷格里诺吗？\"
808	{image=icons/651.png} \"能跟我讲讲索尔伯格吗？\"
809	{image=icons/651.png} \"你知道，我们总有一天可能得离开。\"
810	{image=icons/651.png} \"是啊，他需要冷静一点。\"
811	{image=icons/651.png} \"瓦莱莎，你把事情看得太重了。\"
812	{image=icons/651.png} \"只要最后大家能和睦相处，就无所谓。\"
813	{image=icons/651.png} \"为什么我们现在才做这件事？\"
814	{image=icons/651.png} \"这个仪式的目的到底是什么？\"
815	{image=icons/651.png} \"什么时候开始？\"
816	{image=icons/651.png} \"要持续多久？\"
817	{image=icons/651.png} \"哇，听起来太棒了！\"
818	{image=icons/651.png} \"我没要求承担这个角色。\"
819	{image=icons/651.png} \"这是不是有点过分了？\"
820	View Parallel Chronicle \"普洛 1\"？
821	{image=icons/653.png} \"至少抱我之前先问一声。\"
822	{image=icons/660.png} \"她只是热情而已，福泰姆。\"
823	{image=icons/583.png} \"就算我们之间有点什么又怎样？\"
824	{image=icons/580.png} \"我不对流言和猜测发表评论。\"
825	{image=icons/653.png} \"是啊，他有点烦人。\"
826	{image=icons/656.png} \"嘿，别对他那么苛刻！\"
827	{image=icons/583.png} \"其实，我对他有点意思。\"
828	{image=icons/580.png} \"我们就不能好好相处吗？\"
829	{image=icons/651.png} \"是啊。非常糟糕的一个，瓦莱莎。\"
830	{image=icons/651.png} \"不。我们得赶到迈勒斯那里，而且要快。\"
831	View Parallel Chronicle \"达梅克 1\"？
832	View Parallel Chronicle \"索维 1\"？
833	Access Sovy Heart-to-Heart 1？
834	水龙头旁边就摆着一排桶。{w}\n我走得匆忙，连水都没喝，早饭也没吃。{w}\n我是该等到有空再喝，还是……？
835	{image=icons/651.png} [[把嘴凑到水龙头下喝水。]
836	{image=icons/651.png} [[继续渴着，不知道要等多久。]
837	{image=icons/579.png} \"你是个杀人犯。就这么简单。\"
838	{image=icons/660.png} \"我看到一个人用错误的方式做着正确的事。\"
839	{image=icons/583.png} \"我实在没法不在意你有多迷人。\"
840	{image=icons/580.png} \"那是个假的幻象，所以其实无所谓。\"
841	{image=icons/651.png} \"你年轻时为什么不能多去旅行？\"
842	{image=icons/651.png} \"邮票挺酷的。我也收集一些。\"
843	{image=icons/660.png} \"听起来不错。我很愿意互相通信。\"
844	{image=icons/583.png} \"索维，你想要我多少时间都行。\"
845	{image=icons/579.png} \"我不太确定那是个好主意。抱歉。\"
846	{image=icons/580.png} \"走一步看一步吧。我们可能撑不过这一关。\"
847	{image=icons/653.png} \"其实，我不想谈这个。\"
848	{image=icons/579.png} \"我不知道该怎么想。我感到迷茫。\"
849	{image=icons/660.png} \"我感到充满活力，好像终于有了目标。\"
850	{image=icons/580.png} \"老实说，我只是随遇而安。\"
851	{image=icons/653.png} \"为父母复仇的渴望。\"
852	{image=icons/579.png} \"一个梦想，让其他人不再失去家园。\"
853	{image=icons/660.png} \"保护朋友免受危险的动力。\"
854	{image=icons/656.png} \"其实，我没有什么目标。我是被迫卷入的。\"
855	{image=icons/580.png} \"福泰姆，我不想谈这个。\"
